date,league,game_id,athlete_id,player,matchup,proj,sd,median,l10,grade_line,p_grade,gap,model,actual,line_lo,p_lo,boarded
2025-11-09,NBA,401810049,2581018.0,Kentavious Caldwell-Pope,MEM vs OKC,14.27,6.85,14.0,15.3,16.5,0.3683,1.03,v1-backfill,16.0,,,
2025-11-09,NBA,401810048,3078576.0,Derrick White,BOS vs ORL,22.82,7.89,22.0,23.0,24.5,0.4122,0.18,v1-backfill,28.0,,,
2025-11-09,NBA,401810049,3146557.0,Jock Landale,MEM vs OKC,17.12,7.2,17.0,17.7,19.5,0.3661,0.58,v1-backfill,18.0,,,
2025-11-09,NBA,401810048,3917376.0,Jaylen Brown,BOS vs ORL,37.09,9.74,37.0,37.2,39.5,0.3985,0.11,v1-backfill,33.0,,,
2025-11-09,NBA,401810048,4066354.0,Payton Pritchard,BOS vs ORL,25.15,8.07,25.0,25.4,27.5,0.3817,0.25,v1-backfill,15.0,,,
2025-11-09,NBA,401810049,4222252.0,Isaiah Hartenstein,OKC vs MEM,28.56,8.96,28.0,28.0,30.5,0.4108,0.56,v1-backfill,33.0,,,
2025-11-09,NBA,401810049,4277961.0,Jaren Jackson Jr.,MEM vs OKC,22.28,7.68,22.0,23.5,24.5,0.3823,1.22,v1-backfill,26.0,,,
2025-11-09,NBA,401810049,4278073.0,Shai Gilgeous-Alexander,OKC vs MEM,43.2,10.37,43.0,44.0,45.5,0.4088,0.8,v1-backfill,48.0,,,
2025-11-09,NBA,401810051,4433247.0,Jonathan Kuminga,GS vs IND,26.85,8.61,26.0,26.3,28.5,0.4209,0.55,v1-backfill,15.0,,,
2025-11-09,NBA,401810049,4593125.0,Santi Aldama,MEM vs OKC,18.49,7.25,18.0,20.5,20.5,0.3868,2.01,v1-backfill,25.0,,,
2025-11-09,NBA,401810051,4709138.0,Brandin Podziemski,GS vs IND,20.87,7.81,20.0,20.1,22.5,0.4139,0.77,v1-backfill,21.0,,,
2025-11-09,NBA,401810049,4903027.0,Cedric Coward,MEM vs OKC,21.85,7.88,21.0,23.6,23.5,0.4139,1.75,v1-backfill,27.0,,,
2025-11-09,NBA,401810049,5112087.0,Jaylen Wells,MEM vs OKC,13.53,6.74,13.0,14.5,15.5,0.381,0.97,v1-backfill,15.0,,,
2025-11-10,NBA,401810059,2583632.0,Royce O'Neale,PHX vs NO,19.27,7.57,19.0,21.6,21.5,0.3804,2.33,v1-backfill,21.0,,,
2025-11-10,NBA,401810060,3032976.0,Rudy Gobert,MIN vs UTAH,22.64,8.13,22.0,22.0,24.5,0.4061,0.64,v1-backfill,27.0,,,
2025-11-10,NBA,401810056,3059319.0,Andrew Wiggins,MIA vs CLE,25.36,8.09,25.0,24.2,27.5,0.392,1.16,v1-backfill,30.0,,,
2025-11-10,NBA,401810060,3064514.0,Julius Randle,MIN vs UTAH,37.94,9.36,37.0,38.4,39.5,0.4309,0.46,v1-backfill,42.0,,,
2025-11-10,NBA,401810058,3133628.0,Myles Turner,MIL vs DAL,20.01,7.61,19.0,20.0,21.5,0.4192,0.01,v1-backfill,23.0,,,
2025-11-10,NBA,401810059,3135045.0,Grayson Allen,PHX vs NO,22.73,7.72,22.0,24.2,24.5,0.4058,1.47,v1-backfill,48.0,,,
2025-11-10,NBA,401810059,3136193.0,Devin Booker,PHX vs NO,39.51,9.68,39.0,41.2,41.5,0.4153,1.69,v1-backfill,22.0,,,
2025-11-10,NBA,401810054,3157465.0,Duncan Robinson,DET vs WSH,21.27,7.81,21.0,15.5,23.5,0.3835,5.77,v1-backfill,18.0,,,
2025-11-10,NBA,401810060,3934673.0,Donte DiVincenzo,MIN vs UTAH,22.02,8.01,21.0,21.4,23.5,0.4237,0.62,v1-backfill,17.0,,,
2025-11-10,NBA,401810055,4066320.0,Desmond Bane,ORL vs POR,23.96,8.15,23.0,22.5,25.5,0.4219,1.46,v1-backfill,32.0,,,
2025-11-10,NBA,401810053,4066648.0,Rui Hachimura,LAL vs CHA,17.79,7.43,17.0,20.9,19.5,0.4057,3.11,v1-backfill,26.0,,,
2025-11-10,NBA,401810058,4277843.0,Gary Trent Jr.,MIL vs DAL,15.52,7.11,15.0,15.8,17.5,0.3862,0.28,v1-backfill,6.0,,,
2025-11-10,NBA,401810055,4277847.0,Wendell Carter Jr.,ORL vs POR,22.74,7.81,22.0,20.8,24.5,0.4076,1.94,v1-backfill,33.0,,,
2025-11-10,NBA,401810056,4278053.0,Davion Mitchell,MIA vs CLE,20.94,7.72,20.0,19.6,22.5,0.4168,1.34,v1-backfill,21.0,,,
2025-11-10,NBA,401810058,4278078.0,P.J. Washington,DAL vs MIL,27.03,8.46,26.0,26.5,28.5,0.4281,0.53,v1-backfill,24.0,,,
2025-11-10,NBA,401810058,4278594.0,Naji Marshall,DAL vs MIL,17.68,7.77,17.0,16.9,19.5,0.4041,0.78,v1-backfill,17.0,,,
2025-11-10,NBA,401810058,4397475.0,AJ Green,MIL vs DAL,14.85,6.97,14.0,14.8,16.5,0.4028,0.05,v1-backfill,20.0,,,
2025-11-10,NBA,401810060,4431671.0,Jaden McDaniels,MIN vs UTAH,25.4,8.29,25.0,25.2,27.5,0.3965,0.2,v1-backfill,25.0,,,
2025-11-10,NBA,401810061,4431680.0,Onyeka Okongwu,ATL vs LAC,24.51,7.93,24.0,23.9,26.5,0.3974,0.61,v1-backfill,19.0,,,
2025-11-10,NBA,401810056,4432158.0,Evan Mobley,CLE vs MIA,32.25,8.72,32.0,32.7,34.5,0.3947,0.45,v1-backfill,36.0,,,
2025-11-10,NBA,401810054,4432166.0,Cade Cunningham,DET vs WSH,45.32,10.4,45.0,40.1,47.5,0.4136,5.22,v1-backfill,69.0,,,
2025-11-10,NBA,401810055,4432573.0,Paolo Banchero,ORL vs POR,37.53,9.62,37.0,36.3,39.5,0.4158,1.23,v1-backfill,40.0,,,
2025-11-10,NBA,401810058,4432582.0,Max Christie,DAL vs MIL,19.33,7.44,19.0,18.3,21.5,0.3815,1.03,v1-backfill,21.0,,,
2025-11-10,NBA,401810056,4432848.0,Jaime Jaquez Jr.,MIA vs CLE,29.3,8.8,29.0,29.1,31.5,0.3977,0.2,v1-backfill,42.0,,,
2025-11-10,NBA,401810055,4566434.0,Franz Wagner,ORL vs POR,32.9,8.81,32.0,31.7,34.5,0.4248,1.2,v1-backfill,34.0,,,
2025-11-10,NBA,401810058,4591725.0,Ryan Rollins,MIL vs DAL,25.43,8.36,25.0,25.8,27.5,0.3987,0.37,v1-backfill,25.0,,,
2025-11-10,NBA,401810055,4712849.0,Anthony Black,ORL vs POR,17.34,7.25,17.0,16.5,19.5,0.3788,0.84,v1-backfill,14.0,,,
2025-11-10,NBA,401810054,4845374.0,Bub Carrington,WSH vs DET,13.54,6.71,13.0,14.7,15.5,0.381,1.16,v1-backfill,23.0,,,
2025-11-10,NBA,401810061,4869342.0,Dyson Daniels,ATL vs LAC,22.78,8.13,22.0,21.1,24.5,0.4131,1.68,v1-backfill,17.0,,,
2025-11-10,NBA,401810058,5041939.0,Cooper Flagg,DAL vs MIL,24.24,8.24,24.0,23.5,26.5,0.3879,0.74,v1-backfill,39.0,,,
2025-11-10,NBA,401810054,5160992.0,Alex Sarr,WSH vs DET,30.02,8.85,29.0,30.6,31.5,0.4309,0.58,v1-backfill,32.0,,,
2025-11-10,NBA,401810054,5238230.0,Tre Johnson,WSH vs DET,16.71,7.17,16.0,17.1,18.5,0.3978,0.39,v1-backfill,17.0,,,
2025-11-11,NBA,401810067,3978.0,DeMar DeRozan,SAC vs DEN,25.06,8.29,25.0,28.2,27.5,0.3804,3.14,v1-backfill,21.0,,,
2025-11-11,NBA,401810065,6589.0,Draymond Green,GS vs OKC,17.39,7.31,17.0,19.8,19.5,0.3826,2.41,v1-backfill,9.0,,,
2025-11-11,NBA,401810067,3032979.0,Dennis Schroder,SAC vs DEN,20.21,7.98,20.0,22.8,22.5,0.3832,2.59,v1-backfill,3.0,,,
2025-11-11,NBA,401810064,3078576.0,Derrick White,BOS vs PHI,23.32,7.89,23.0,22.6,25.5,0.3872,0.72,v1-backfill,30.0,,,
2025-11-11,NBA,401810064,3133603.0,Kelly Oubre Jr.,PHI vs BOS,25.4,8.21,25.0,25.4,27.5,0.3955,0.0,v1-backfill,19.0,,,
2025-11-11,NBA,401810063,3146557.0,Jock Landale,MEM vs NY,17.87,7.27,17.0,18.1,19.5,0.4076,0.23,v1-backfill,17.0,,,
2025-11-11,NBA,401810062,3913176.0,Brandon Ingram,TOR vs BKN,32.22,8.79,32.0,31.3,34.5,0.3941,0.92,v1-backfill,34.0,,,
2025-11-11,NBA,401810064,3917376.0,Jaylen Brown,BOS vs PHI,36.94,9.73,36.0,37.0,38.5,0.4337,0.06,v1-backfill,35.0,,,
2025-11-11,NBA,401810066,4066336.0,Lauri Markkanen,UTAH vs IND,37.43,10.12,37.0,36.0,39.5,0.4155,1.43,v1-backfill,40.0,,,
2025-11-11,NBA,401810064,4066354.0,Payton Pritchard,BOS vs PHI,24.6,8.1,24.0,24.6,26.5,0.4039,0.0,v1-backfill,11.0,,,
2025-11-11,NBA,401810065,4222252.0,Isaiah Hartenstein,OKC vs GS,28.9,8.95,28.0,29.4,30.5,0.4263,0.5,v1-backfill,17.0,,,
2025-11-11,NBA,401810063,4277961.0,Jaren Jackson Jr.,MEM vs NY,23.12,7.77,23.0,23.4,25.5,0.3754,0.28,v1-backfill,28.0,,,
2025-11-11,NBA,401810062,4278067.0,Nic Claxton,BKN vs TOR,27.46,8.49,27.0,25.3,29.5,0.4014,2.16,v1-backfill,33.0,,,
2025-11-11,NBA,401810065,4278073.0,Shai Gilgeous-Alexander,OKC vs GS,43.22,10.38,43.0,44.3,45.5,0.4096,1.08,v1-backfill,44.0,,,
2025-11-11,NBA,401810063,4279888.0,Ja Morant,MEM vs NY,30.16,8.96,30.0,30.9,32.5,0.3934,0.74,v1-backfill,29.0,,,
2025-11-11,NBA,401810064,4351851.0,Anfernee Simons,BOS vs PHI,18.23,7.61,18.0,18.7,20.5,0.3789,0.47,v1-backfill,26.0,,,
2025-11-11,NBA,401810062,4395625.0,RJ Barrett,TOR vs BKN,30.38,8.77,30.0,29.2,32.5,0.4007,1.18,v1-backfill,23.0,,,
2025-11-11,NBA,401810062,4395724.0,Immanuel Quickley,TOR vs BKN,26.15,8.34,26.0,25.1,28.5,0.3852,1.05,v1-backfill,37.0,,,
2025-11-11,NBA,401810064,4397014.0,Quentin Grimes,PHI vs BOS,25.01,8.32,24.0,25.7,26.5,0.426,0.69,v1-backfill,28.0,,,
2025-11-11,NBA,401810064,4431678.0,Tyrese Maxey,PHI vs BOS,45.18,10.13,45.0,46.3,47.5,0.406,1.12,v1-backfill,35.0,,,
2025-11-11,NBA,401810062,4433134.0,Scottie Barnes,TOR vs BKN,32.69,9.3,32.0,31.8,34.5,0.4197,0.89,v1-backfill,31.0,,,
2025-11-11,NBA,401810065,4433247.0,Jonathan Kuminga,GS vs OKC,22.45,8.18,22.0,24.6,24.5,0.3973,2.15,v1-backfill,20.0,,,
2025-11-11,NBA,401810066,4433627.0,Keyonte George,UTAH vs IND,35.35,9.22,35.0,33.5,37.5,0.4041,1.85,v1-backfill,22.0,,,
2025-11-11,NBA,401810063,4593125.0,Santi Aldama,MEM vs NY,19.98,7.33,19.0,21.7,21.5,0.4146,1.72,v1-backfill,29.0,,,
2025-11-11,NBA,401810065,4683692.0,Cason Wallace,OKC vs GS,15.73,7.04,15.0,15.9,17.5,0.3969,0.17,v1-backfill,6.0,,,
2025-11-11,NBA,401810065,4709138.0,Brandin Podziemski,GS vs OKC,18.37,7.53,18.0,20.6,20.5,0.3846,2.23,v1-backfill,15.0,,,
2025-11-11,NBA,401810065,4900671.0,Ajay Mitchell,OKC vs GS,25.2,8.12,25.0,25.8,27.5,0.3846,0.6,v1-backfill,22.0,,,
2025-11-11,NBA,401810063,4903027.0,Cedric Coward,MEM vs NY,22.97,7.98,22.0,24.5,24.5,0.421,1.53,v1-backfill,19.0,,,
2025-11-11,NBA,401810066,5106060.0,Jarace Walker,IND vs UTAH,21.44,7.75,21.0,20.5,23.5,0.3915,0.94,v1-backfill,12.0,,,
2025-11-11,NBA,401810063,5112087.0,Jaylen Wells,MEM vs NY,13.98,6.73,13.0,13.9,15.5,0.4073,0.08,v1-backfill,25.0,,,
2025-11-11,NBA,401810064,5124612.0,VJ Edgecombe,PHI vs BOS,25.99,8.47,25.0,26.5,27.5,0.4261,0.51,v1-backfill,12.0,,,
2025-11-12,NBA,401810078,3978.0,DeMar DeRozan,SAC vs ATL,27.15,8.3,27.0,25.9,29.5,0.3847,1.25,v1-backfill,8.0,,,
2025-11-12,NBA,401810074,3995.0,Jrue Holiday,POR vs NO,30.76,8.81,30.0,30.6,32.5,0.4183,0.16,v1-backfill,33.0,,,
2025-11-12,NBA,401810069,6478.0,Nikola Vucevic,CHI vs DET,31.96,9.09,31.0,31.1,33.5,0.4297,0.86,v1-backfill,15.0,,,
2025-11-12,NBA,401810075,6578.0,Harrison Barnes,SA vs GS,17.65,7.44,17.0,17.0,19.5,0.3984,0.65,v1-backfill,13.0,,,
2025-11-12,NBA,401810075,6589.0,Draymond Green,GS vs SA,16.73,7.31,16.0,18.3,18.5,0.4008,1.57,v1-backfill,15.0,,,
2025-11-12,NBA,401810074,2991070.0,Jerami Grant,POR vs NO,24.54,7.9,24.0,25.1,26.5,0.3982,0.56,v1-backfill,5.0,,,
2025-11-12,NBA,401810078,3032979.0,Dennis Schroder,SAC vs ATL,21.64,8.31,21.0,20.9,23.5,0.4078,0.74,v1-backfill,16.0,,,
2025-11-12,NBA,401810072,3059319.0,Andrew Wiggins,MIA vs CLE,25.99,8.18,25.0,24.9,27.5,0.4235,1.09,v1-backfill,32.0,,,
2025-11-12,NBA,401810071,3078576.0,Derrick White,BOS vs MEM,23.69,7.97,23.0,23.3,25.5,0.4069,0.39,v1-backfill,29.0,,,
2025-11-12,NBA,401810079,3112335.0,Nikola Jokic,DEN vs LAC,48.88,10.82,48.0,50.8,50.5,0.4376,1.92,v1-backfill,73.0,,,
2025-11-12,NBA,401810068,3133628.0,Myles Turner,MIL vs CHA,24.01,8.03,23.0,19.9,25.5,0.4231,4.11,v1-backfill,26.0,,,
2025-11-12,NBA,401810076,3135045.0,Grayson Allen,PHX vs DAL,25.38,8.41,25.0,26.0,27.5,0.3968,0.62,v1-backfill,31.0,,,
2025-11-12,NBA,401810076,3136193.0,Devin Booker,PHX vs DAL,37.88,9.75,37.0,39.5,39.5,0.431,1.62,v1-backfill,38.0,,,
2025-11-12,NBA,401810070,3136195.0,Karl-Anthony Towns,NY vs ORL,34.51,9.32,34.0,36.6,36.5,0.4122,2.09,v1-backfill,31.0,,,
2025-11-12,NBA,401810079,3138196.0,Cameron Johnson,DEN vs LAC,11.33,6.55,11.0,12.3,13.5,0.3662,0.97,v1-backfill,5.0,,,
2025-11-12,NBA,401810071,3146557.0,Jock Landale,MEM vs BOS,19.57,7.34,19.0,18.9,21.5,0.3925,0.67,v1-backfill,21.0,,,
2025-11-12,NBA,401810070,3147657.0,Mikal Bridges,NY vs ORL,24.08,8.19,24.0,26.5,26.5,0.3799,2.42,v1-backfill,10.0,,,
2025-11-12,NBA,401810069,3157465.0,Duncan Robinson,DET vs CHI,24.6,7.98,24.0,17.1,26.5,0.4024,7.5,v1-backfill,26.0,,,
2025-11-12,NBA,401810079,3908845.0,John Collins,LAC vs DEN,20.0,7.39,19.0,18.9,21.5,0.4163,1.1,v1-backfill,6.0,,,
2025-11-12,NBA,401810071,3917376.0,Jaylen Brown,BOS vs MEM,36.85,9.7,36.0,37.5,38.5,0.4295,0.65,v1-backfill,31.0,,,
2025-11-12,NBA,401810070,3934672.0,Jalen Brunson,NY vs ORL,35.32,9.38,35.0,37.9,37.5,0.4045,2.58,v1-backfill,40.0,,,
2025-11-12,NBA,401810070,3934719.0,OG Anunoby,NY vs ORL,24.48,8.24,24.0,26.5,26.5,0.3994,2.02,v1-backfill,13.0,,,
2025-11-12,NBA,401810079,3936099.0,Derrick Jones Jr.,LAC vs DEN,15.32,7.12,15.0,14.0,17.5,0.3758,1.32,v1-backfill,16.0,,,
2025-11-12,NBA,401810079,4017837.0,Ivica Zubac,LAC vs DEN,28.74,8.65,28.0,27.9,30.5,0.4163,0.84,v1-backfill,28.0,,,
2025-11-12,NBA,401810070,4066320.0,Desmond Bane,ORL vs NY,21.89,7.96,21.0,22.7,23.5,0.4164,0.81,v1-backfill,36.0,,,
2025-11-12,NBA,401810071,4066354.0,Payton Pritchard,BOS vs MEM,23.2,8.07,23.0,23.8,25.5,0.384,0.6,v1-backfill,39.0,,,
2025-11-12,NBA,401810069,4066372.0,Kevin Huerter,CHI vs DET,23.18,7.88,23.0,21.3,25.5,0.3803,1.88,v1-backfill,24.0,,,
2025-11-12,NBA,401810068,4066383.0,Miles Bridges,CHA vs MIL,35.03,9.37,34.0,33.3,36.5,0.4347,1.73,v1-backfill,32.0,,,
2025-11-12,NBA,401810077,4066648.0,Rui Hachimura,LAL vs OKC,17.26,7.37,17.0,21.9,19.5,0.3768,4.64,v1-backfill,19.0,,,
2025-11-12,NBA,401810077,4222252.0,Isaiah Hartenstein,OKC vs LAL,27.7,8.87,27.0,29.0,29.5,0.4164,1.3,v1-backfill,19.0,,,
2025-11-12,NBA,401810068,4277843.0,Gary Trent Jr.,MIL vs CHA,17.92,7.38,17.0,14.1,19.5,0.4117,3.82,v1-backfill,6.0,,,
2025-11-12,NBA,401810070,4277847.0,Wendell Carter Jr.,ORL vs NY,21.0,7.74,20.0,22.3,22.5,0.4202,1.3,v1-backfill,23.0,,,
2025-11-12,NBA,401810071,4277961.0,Jaren Jackson Jr.,MEM vs BOS,24.91,7.98,24.0,23.9,26.5,0.4176,1.01,v1-backfill,20.0,,,
2025-11-12,NBA,401810072,4278053.0,Davion Mitchell,MIA vs CLE,20.57,7.46,20.0,18.3,22.5,0.3941,2.27,v1-backfill,23.0,,,
2025-11-12,NBA,401810077,4278073.0,Shai Gilgeous-Alexander,OKC vs LAL,41.95,9.79,41.0,41.9,43.5,0.4343,0.05,v1-backfill,44.0,,,
2025-11-12,NBA,401810076,4278078.0,P.J. Washington,DAL vs PHX,26.23,8.37,26.0,26.6,28.5,0.3894,0.37,v1-backfill,6.0,,,
2025-11-12,NBA,401810076,4278594.0,Naji Marshall,DAL vs PHX,17.58,7.68,17.0,18.1,19.5,0.3974,0.52,v1-backfill,19.0,,,
2025-11-12,NBA,401810071,4351851.0,Anfernee Simons,BOS vs MEM,18.64,7.67,18.0,19.8,20.5,0.4006,1.16,v1-backfill,17.0,,,
2025-11-12,NBA,401810069,4395626.0,Tre Jones,CHI vs DET,24.93,8.16,24.0,23.2,26.5,0.4208,1.73,v1-backfill,18.0,,,
2025-11-12,NBA,401810075,4395630.0,Devin Vassell,SA vs GS,19.25,7.58,19.0,19.7,21.5,0.3795,0.45,v1-backfill,18.0,,,
2025-11-12,NBA,401810074,4397136.0,Saddiq Bey,NO vs POR,19.18,7.66,19.0,16.9,21.5,0.3766,2.28,v1-backfill,36.0,,,
2025-11-12,NBA,401810071,4397424.0,Neemias Queta,BOS vs MEM,18.57,7.51,18.0,17.8,20.5,0.3949,0.77,v1-backfill,23.0,,,
2025-11-12,NBA,401810068,4397475.0,AJ Green,MIL vs CHA,19.04,7.44,19.0,15.3,21.5,0.3663,3.74,v1-backfill,8.0,,,
2025-11-12,NBA,401810074,4397688.0,Trey Murphy III,NO vs POR,30.4,9.19,30.0,28.7,32.5,0.406,1.7,v1-backfill,32.0,,,
2025-11-12,NBA,401810078,4431680.0,Onyeka Okongwu,ATL vs SAC,20.74,7.55,20.0,23.3,22.5,0.4045,2.56,v1-backfill,26.0,,,
2025-11-12,NBA,401810074,4431736.0,Toumani Camara,POR vs NO,20.87,7.66,20.0,20.2,22.5,0.4125,0.67,v1-backfill,21.0,,,
2025-11-12,NBA,401810079,4431767.0,Christian Braun,DEN vs LAC,18.16,7.53,18.0,19.2,20.5,0.3741,1.04,v1-backfill,14.0,,,
2025-11-12,NBA,401810070,4432573.0,Paolo Banchero,ORL vs NY,34.88,9.35,34.0,36.7,36.5,0.4281,1.82,v1-backfill,10.0,,,
2025-11-12,NBA,401810076,4432582.0,Max Christie,DAL vs PHX,19.19,7.34,19.0,19.4,21.5,0.3725,0.21,v1-backfill,25.0,,,
2025-11-12,NBA,401810072,4432848.0,Jaime Jaquez Jr.,MIA vs CLE,30.78,8.98,30.0,31.3,32.5,0.4209,0.52,v1-backfill,18.0,,,
2025-11-12,NBA,401810075,4433247.0,Jonathan Kuminga,GS vs SA,22.63,8.21,22.0,24.4,24.5,0.4066,1.77,v1-backfill,4.0,,,
2025-11-12,NBA,401810070,4566434.0,Franz Wagner,ORL vs NY,30.14,8.52,30.0,31.7,32.5,0.3872,1.56,v1-backfill,41.0,,,
2025-11-12,NBA,401810068,4576060.0,Ryan Kalkbrenner,CHA vs MIL,17.85,7.37,17.0,16.3,19.5,0.4079,1.55,v1-backfill,26.0,,,
2025-11-12,NBA,401810068,4591725.0,Ryan Rollins,MIL vs CHA,29.33,8.69,29.0,26.7,31.5,0.3977,2.63,v1-backfill,36.0,,,
2025-11-12,NBA,401810075,4592479.0,Julian Champagnie,SA vs GS,15.62,7.27,15.0,16.3,17.5,0.394,0.68,v1-backfill,10.0,,,
2025-11-12,NBA,401810077,4592691.0,Jake LaRavia,LAL vs OKC,14.78,7.41,14.0,20.3,16.5,0.405,5.52,v1-backfill,8.0,,,
2025-11-12,NBA,401810071,4593125.0,Santi Aldama,MEM vs BOS,22.3,7.64,22.0,22.5,24.5,0.3828,0.2,v1-backfill,24.0,,,
2025-11-12,NBA,401810074,4683021.0,Deni Avdija,POR vs NO,37.67,9.55,37.0,37.2,39.5,0.4209,0.47,v1-backfill,35.0,,,
2025-11-12,NBA,401810077,4683692.0,Cason Wallace,OKC vs LAL,14.06,6.81,14.0,13.9,16.5,0.3555,0.16,v1-backfill,7.0,,,
2025-11-12,NBA,401810076,4701232.0,Mark Williams,PHX vs DAL,21.7,8.18,21.0,22.0,23.5,0.4098,0.3,v1-backfill,16.0,,,
2025-11-12,NBA,401810075,4709138.0,Brandin Podziemski,GS vs SA,17.61,7.45,17.0,20.6,19.5,0.396,2.99,v1-backfill,16.0,,,
2025-11-12,NBA,401810070,4712849.0,Anthony Black,ORL vs NY,15.16,7.01,15.0,16.6,17.5,0.3651,1.44,v1-backfill,23.0,,,
2025-11-12,NBA,401810075,4845367.0,Stephon Castle,SA vs GS,31.74,8.68,31.0,31.9,33.5,0.4165,0.16,v1-backfill,43.0,,,
2025-11-12,NBA,401810073,4845374.0,Bub Carrington,WSH vs HOU,13.57,6.79,13.0,15.2,15.5,0.384,1.63,v1-backfill,10.0,,,
2025-11-12,NBA,401810078,4869342.0,Dyson Daniels,ATL vs SAC,20.27,7.78,20.0,21.9,22.5,0.3835,1.63,v1-backfill,18.0,,,
2025-11-12,NBA,401810077,4900671.0,Ajay Mitchell,OKC vs LAL,24.45,8.0,24.0,24.7,26.5,0.3952,0.25,v1-backfill,20.0,,,
2025-11-12,NBA,401810071,4903027.0,Cedric Coward,MEM vs BOS,24.16,8.11,24.0,24.4,26.5,0.3827,0.24,v1-backfill,21.0,,,
2025-11-12,NBA,401810074,4914336.0,Shaedon Sharpe,POR vs NO,26.95,8.19,26.0,26.2,28.5,0.4219,0.75,v1-backfill,43.0,,,
2025-11-12,NBA,401810076,5041939.0,Cooper Flagg,DAL vs PHX,25.25,8.47,25.0,25.4,27.5,0.3915,0.15,v1-backfill,28.0,,,
2025-11-12,NBA,401810068,5061575.0,Kon Knueppel,CHA vs MIL,28.37,8.94,28.0,26.1,30.5,0.4021,2.27,v1-backfill,23.0,,,
2025-11-12,NBA,401810075,5104157.0,Victor Wembanyama,SA vs GS,41.02,10.33,40.0,41.9,42.5,0.4404,0.88,v1-backfill,56.0,,,
2025-11-12,NBA,401810074,5105565.0,Donovan Clingan,POR vs NO,18.88,7.59,18.0,18.2,20.5,0.4119,0.68,v1-backfill,19.0,,,
2025-11-12,NBA,401810071,5112087.0,Jaylen Wells,MEM vs BOS,16.71,7.15,16.0,15.0,18.5,0.3977,1.71,v1-backfill,9.0,,,
2025-11-12,NBA,401810074,5144091.0,Jeremiah Fears,NO vs POR,21.63,7.79,21.0,19.7,23.5,0.4015,1.93,v1-backfill,22.0,,,
2025-11-12,NBA,401810073,5160992.0,Alex Sarr,WSH vs HOU,29.91,8.81,29.0,31.4,31.5,0.4254,1.49,v1-backfill,40.0,,,
2025-11-12,NBA,401810073,5174563.0,Kyshawn George,WSH vs HOU,24.09,8.48,24.0,25.9,26.5,0.3842,1.81,v1-backfill,32.0,,,
2025-11-12,NBA,401810073,5238230.0,Tre Johnson,WSH vs HOU,15.89,7.04,15.0,16.5,17.5,0.4059,0.61,v1-backfill,14.0,,,
2025-11-13,NBA,401810081,3135045.0,Grayson Allen,PHX vs IND,27.56,8.61,27.0,27.3,29.5,0.4074,0.26,v1-backfill,15.0,,,
2025-11-13,NBA,401810081,3136193.0,Devin Booker,PHX vs IND,39.47,9.82,39.0,40.5,41.5,0.415,1.03,v1-backfill,45.0,,,
2025-11-13,NBA,401810081,3149673.0,Pascal Siakam,IND vs PHX,35.83,9.62,35.0,37.8,37.5,0.4282,1.97,v1-backfill,26.0,,,
2025-11-13,NBA,401810080,3908809.0,Donovan Mitchell,CLE vs TOR,39.75,10.0,39.0,40.2,41.5,0.4278,0.45,v1-backfill,43.0,,,
2025-11-13,NBA,401810082,3913174.0,Luke Kennard,ATL vs UTAH,13.51,6.75,13.0,13.2,15.5,0.3799,0.31,v1-backfill,15.0,,,
2025-11-13,NBA,401810080,3913176.0,Brandon Ingram,TOR vs CLE,31.98,8.75,31.0,31.9,33.5,0.4279,0.08,v1-backfill,20.0,,,
2025-11-13,NBA,401810080,4066328.0,Jarrett Allen,CLE vs TOR,26.48,8.65,26.0,26.3,28.5,0.4041,0.18,v1-backfill,14.0,,,
2025-11-13,NBA,401810082,4066336.0,Lauri Markkanen,UTAH vs ATL,35.56,9.91,35.0,36.9,37.5,0.4192,1.34,v1-backfill,49.0,,,
2025-11-13,NBA,401810082,4278039.0,Nickeil Alexander-Walker,ATL vs UTAH,24.37,7.69,24.0,23.5,26.5,0.387,0.87,v1-backfill,23.0,,,
2025-11-13,NBA,401810080,4395625.0,RJ Barrett,TOR vs CLE,28.85,8.56,28.0,27.7,30.5,0.4205,1.15,v1-backfill,22.0,,,
2025-11-13,NBA,401810080,4395724.0,Immanuel Quickley,TOR vs CLE,27.1,8.53,27.0,26.3,29.5,0.3853,0.8,v1-backfill,32.0,,,
2025-11-13,NBA,401810081,4396909.0,Aaron Nesmith,IND vs PHX,21.4,8.0,21.0,22.2,23.5,0.3929,0.8,v1-backfill,14.0,,,
2025-11-13,NBA,401810082,4431680.0,Onyeka Okongwu,ATL vs UTAH,23.52,7.85,23.0,23.5,25.5,0.3967,0.02,v1-backfill,45.0,,,
2025-11-13,NBA,401810080,4432158.0,Evan Mobley,CLE vs TOR,32.09,8.71,32.0,33.0,34.5,0.3873,0.91,v1-backfill,19.0,,,
2025-11-13,NBA,401810080,4433134.0,Scottie Barnes,TOR vs CLE,31.93,9.21,31.0,31.2,33.5,0.4291,0.73,v1-backfill,46.0,,,
2025-11-13,NBA,401810082,4433627.0,Keyonte George,UTAH vs ATL,32.04,8.94,31.0,33.0,33.5,0.4324,0.96,v1-backfill,32.0,,,
2025-11-13,NBA,401810082,4701230.0,Jalen Johnson,ATL vs UTAH,35.37,9.27,35.0,34.7,37.5,0.4058,0.67,v1-backfill,63.0,,,
