date,league,game_id,athlete_id,player,matchup,proj,sd,median,l10,grade_line,p_grade,gap,model,actual,line_lo,p_lo,boarded
2026-03-05,NBA,401810762,4898371.0,Maxime Raynaud,SAC vs NO,24.54,8.31,24.0,28.0,26.5,0.4033,3.46,v1-backfill,16.0,,,
2026-03-05,NBA,401810757,4997536.0,Gui Santos,GS vs HOU,18.78,7.29,18.0,24.8,20.5,0.4033,6.02,v1-backfill,26.0,,,
2026-03-05,NBA,401810759,5037871.0,Dylan Harper,SA vs DET,19.68,7.5,19.0,21.2,21.5,0.4007,1.52,v1-backfill,10.0,,,
2026-03-05,NBA,401810755,5104155.0,Bilal Coulibaly,WSH vs UTAH,21.48,7.52,21.0,18.3,23.5,0.3902,3.18,v1-backfill,22.0,,,
2026-03-05,NBA,401810762,5144091.0,Jeremiah Fears,NO vs SAC,21.81,8.18,21.0,22.0,23.5,0.4147,0.19,v1-backfill,25.0,,,
2026-03-05,NBA,401810756,5279130.0,Nolan Traore,BKN vs MIA,14.41,6.94,14.0,19.9,16.5,0.3778,5.49,v1-backfill,21.0,,,
2026-03-06,NBA,401810768,3448.0,Brook Lopez,LAC vs SA,16.17,7.22,16.0,17.1,18.5,0.3694,0.93,v1-backfill,34.0,,,
2026-03-06,NBA,401810765,3995.0,Jrue Holiday,POR vs HOU,28.87,8.98,28.0,31.5,30.5,0.4251,2.63,v1-backfill,34.0,,,
2026-03-06,NBA,401810769,2990992.0,Marcus Smart,LAL vs IND,18.43,7.45,18.0,13.9,20.5,0.3869,4.53,v1-backfill,17.0,,,
2026-03-06,NBA,401810765,2991070.0,Jerami Grant,POR vs HOU,23.91,8.45,23.0,23.0,25.5,0.4223,0.91,v1-backfill,25.0,,,
2026-03-06,NBA,401810768,2991139.0,Kris Dunn,LAC vs SA,18.84,7.4,18.0,19.5,20.5,0.4078,0.66,v1-backfill,16.0,,,
2026-03-06,NBA,401810766,3062679.0,Josh Hart,NY vs DEN,23.23,7.94,23.0,23.5,25.5,0.3834,0.27,v1-backfill,25.0,,,
2026-03-06,NBA,401810763,3078576.0,Derrick White,BOS vs DAL,28.67,8.48,28.0,28.0,30.5,0.4114,0.67,v1-backfill,28.0,,,
2026-03-06,NBA,401810767,3135045.0,Grayson Allen,PHX vs NO,26.89,8.25,26.0,29.3,28.5,0.4194,2.41,v1-backfill,22.0,,,
2026-03-06,NBA,401810766,3138196.0,Cameron Johnson,DEN vs NY,12.99,6.8,12.0,16.1,14.5,0.4086,3.11,v1-backfill,18.0,,,
2026-03-06,NBA,401810766,3147657.0,Mikal Bridges,NY vs DEN,22.46,7.99,22.0,22.3,24.5,0.3957,0.16,v1-backfill,15.0,,,
2026-03-06,NBA,401810766,3914044.0,Landry Shamet,NY vs DEN,12.51,6.67,12.0,15.3,14.5,0.3785,2.79,v1-backfill,13.0,,,
2026-03-06,NBA,401810766,3934719.0,OG Anunoby,NY vs DEN,21.22,7.87,21.0,20.5,23.5,0.382,0.72,v1-backfill,46.0,,,
2026-03-06,NBA,401810768,3936099.0,Derrick Jones Jr.,LAC vs SA,17.15,7.24,17.0,16.6,19.5,0.3683,0.55,v1-backfill,17.0,,,
2026-03-06,NBA,401810766,4065670.0,Bruce Brown,DEN vs NY,9.96,6.6,9.0,13.9,11.5,0.4041,3.94,v1-backfill,12.0,,,
2026-03-06,NBA,401810769,4065731.0,Jay Huff,IND vs LAL,13.82,6.88,13.0,18.3,15.5,0.4,4.48,v1-backfill,24.0,,,
2026-03-06,NBA,401810763,4065804.0,Sam Hauser,BOS vs DAL,16.34,7.15,16.0,15.5,18.5,0.3772,0.84,v1-backfill,11.0,,,
2026-03-06,NBA,401810764,4066261.0,Bam Adebayo,MIA vs CHA,33.6,9.12,33.0,34.8,35.5,0.4143,1.2,v1-backfill,40.0,,,
2026-03-06,NBA,401810763,4066354.0,Payton Pritchard,BOS vs DAL,24.78,8.97,24.0,23.8,26.5,0.4208,0.98,v1-backfill,31.0,,,
2026-03-06,NBA,401810764,4066383.0,Miles Bridges,CHA vs MIA,23.21,8.16,23.0,20.9,25.5,0.3854,2.31,v1-backfill,15.0,,,
2026-03-06,NBA,401810769,4066399.0,Micah Potter,IND vs LAL,14.75,7.07,14.0,22.0,16.5,0.3987,7.25,v1-backfill,17.0,,,
2026-03-06,NBA,401810769,4066457.0,Austin Reaves,LAL vs IND,32.3,8.83,32.0,24.9,34.5,0.398,7.4,v1-backfill,26.0,,,
2026-03-06,NBA,401810769,4066648.0,Rui Hachimura,LAL vs IND,16.92,7.36,16.0,13.4,18.5,0.4116,3.52,v1-backfill,17.0,,,
2026-03-06,NBA,401810767,4277813.0,Herbert Jones,NO vs PHX,13.67,6.99,13.0,15.8,15.5,0.3932,2.13,v1-backfill,20.0,,,
2026-03-06,NBA,401810764,4278053.0,Davion Mitchell,MIA vs CHA,17.79,7.29,17.0,15.4,19.5,0.404,2.39,v1-backfill,22.0,,,
2026-03-06,NBA,401810763,4278078.0,P.J. Washington,DAL vs BOS,18.75,7.43,18.0,22.2,20.5,0.4036,3.45,v1-backfill,13.0,,,
2026-03-06,NBA,401810767,4278585.0,Collin Gillespie,PHX vs NO,23.4,8.04,23.0,21.0,25.5,0.3932,2.4,v1-backfill,24.0,,,
2026-03-06,NBA,401810768,4395630.0,Devin Vassell,SA vs LAC,22.93,8.1,22.0,21.4,24.5,0.42,1.53,v1-backfill,18.0,,,
2026-03-06,NBA,401810769,4395712.0,Andrew Nembhard,IND vs LAL,23.57,8.47,23.0,25.8,25.5,0.4066,2.23,v1-backfill,27.0,,,
2026-03-06,NBA,401810764,4395725.0,Tyler Herro,MIA vs CHA,28.72,8.37,28.0,27.7,30.5,0.4125,1.02,v1-backfill,51.0,,,
2026-03-06,NBA,401810763,4397040.0,Brandon Williams,DAL vs BOS,17.62,7.35,17.0,22.8,19.5,0.3952,5.18,v1-backfill,22.0,,,
2026-03-06,NBA,401810767,4397136.0,Saddiq Bey,NO vs PHX,25.38,8.57,25.0,28.4,27.5,0.3988,3.02,v1-backfill,25.0,,,
2026-03-06,NBA,401810767,4397688.0,Trey Murphy III,NO vs PHX,29.1,9.07,29.0,31.1,31.5,0.3919,2.0,v1-backfill,28.0,,,
2026-03-06,NBA,401810765,4431736.0,Toumani Camara,POR vs HOU,20.55,7.66,20.0,20.9,22.5,0.3958,0.35,v1-backfill,24.0,,,
2026-03-06,NBA,401810766,4431767.0,Christian Braun,DEN vs NY,16.92,7.27,16.0,23.2,18.5,0.4105,6.28,v1-backfill,16.0,,,
2026-03-06,NBA,401810763,4432582.0,Max Christie,DAL vs BOS,14.56,6.89,14.0,18.1,16.5,0.3855,3.54,v1-backfill,18.0,,,
2026-03-06,NBA,401810764,4432816.0,LaMelo Ball,CHA vs MIA,29.72,8.79,29.0,30.8,31.5,0.4165,1.08,v1-backfill,28.0,,,
2026-03-06,NBA,401810764,4432848.0,Jaime Jaquez Jr.,MIA vs CHA,24.09,8.15,24.0,22.5,26.5,0.3795,1.59,v1-backfill,27.0,,,
2026-03-06,NBA,401810765,4433192.0,Tari Eason,HOU vs POR,21.2,7.78,21.0,17.3,23.5,0.3795,3.9,v1-backfill,10.0,,,
2026-03-06,NBA,401810764,4433249.0,Moussa Diabate,CHA vs MIA,19.39,7.7,19.0,21.6,21.5,0.3881,2.21,v1-backfill,21.0,,,
2026-03-06,NBA,401810764,4433287.0,Brandon Miller,CHA vs MIA,28.77,8.6,28.0,31.5,30.5,0.4169,2.73,v1-backfill,40.0,,,
2026-03-06,NBA,401810763,4593841.0,Baylor Scheierman,BOS vs DAL,14.45,6.95,14.0,17.5,16.5,0.3802,3.05,v1-backfill,9.0,,,
2026-03-06,NBA,401810768,4683634.0,Bennedict Mathurin,LAC vs SA,27.61,8.75,27.0,28.9,29.5,0.4112,1.29,v1-backfill,12.0,,,
2026-03-06,NBA,401810765,4684740.0,Amen Thompson,HOU vs POR,31.67,8.95,31.0,26.6,33.5,0.4159,5.07,v1-backfill,40.0,,,
2026-03-06,NBA,401810768,5037871.0,Dylan Harper,SA vs LAC,19.67,7.6,19.0,20.2,21.5,0.4013,0.53,v1-backfill,14.0,,,
2026-03-06,NBA,401810763,5041939.0,Cooper Flagg,DAL vs BOS,29.78,9.28,29.0,38.2,31.5,0.4235,8.42,v1-backfill,30.0,,,
2026-03-06,NBA,401810764,5061575.0,Kon Knueppel,CHA vs MIA,26.84,8.42,26.0,28.5,28.5,0.4185,1.66,v1-backfill,33.0,,,
2026-03-06,NBA,401810769,5106060.0,Jarace Walker,IND vs LAL,20.04,7.55,19.0,28.0,21.5,0.4203,7.96,v1-backfill,24.0,,,
2026-03-06,NBA,401810767,5144091.0,Jeremiah Fears,NO vs PHX,19.45,7.79,19.0,23.8,21.5,0.3926,4.35,v1-backfill,9.0,,,
2026-03-07,NBA,401810775,3213.0,Al Horford,GS vs OKC,19.7,7.75,19.0,20.7,21.5,0.4044,1.0,v1-backfill,13.0,,,
2026-03-07,NBA,401810773,3448.0,Brook Lopez,LAC vs MEM,16.04,7.33,16.0,19.6,18.5,0.3643,3.56,v1-backfill,5.0,,,
2026-03-07,NBA,401810771,6440.0,Tobias Harris,DET vs BKN,25.57,8.16,25.0,21.1,27.5,0.4027,4.47,v1-backfill,28.0,,,
2026-03-07,NBA,401810775,6589.0,Draymond Green,GS vs OKC,20.23,7.87,20.0,18.6,22.5,0.3828,1.63,v1-backfill,25.0,,,
2026-03-07,NBA,401810772,2490149.0,CJ McCollum,ATL vs PHI,27.68,8.62,27.0,26.8,29.5,0.4129,0.88,v1-backfill,27.0,,,
2026-03-07,NBA,401810773,2991139.0,Kris Dunn,LAC vs MEM,17.2,7.24,17.0,19.1,19.5,0.3714,1.9,v1-backfill,6.0,,,
2026-03-07,NBA,401810770,3032976.0,Rudy Gobert,MIN vs ORL,25.03,8.27,24.0,26.9,26.5,0.4266,1.87,v1-backfill,20.0,,,
2026-03-07,NBA,401810774,3032977.0,Giannis Antetokounmpo,MIL vs UTAH,39.32,9.78,39.0,38.7,41.5,0.4084,0.62,v1-backfill,44.0,,,
2026-03-07,NBA,401810770,3064514.0,Julius Randle,MIN vs ORL,31.3,9.21,31.0,29.8,33.5,0.4021,1.5,v1-backfill,24.0,,,
2026-03-07,NBA,401810772,3133603.0,Kelly Oubre Jr.,PHI vs ATL,23.88,8.15,23.0,21.8,25.5,0.418,2.08,v1-backfill,33.0,,,
2026-03-07,NBA,401810774,3133628.0,Myles Turner,MIL vs UTAH,17.51,7.28,17.0,16.5,19.5,0.3886,1.01,v1-backfill,11.0,,,
2026-03-07,NBA,401810774,3134907.0,Kyle Kuzma,MIL vs UTAH,18.53,7.46,18.0,19.0,20.5,0.3923,0.47,v1-backfill,25.0,,,
2026-03-07,NBA,401810771,3157465.0,Duncan Robinson,DET vs BKN,21.44,7.77,21.0,16.3,23.5,0.3915,5.14,v1-backfill,19.0,,,
2026-03-07,NBA,401810770,3934673.0,Donte DiVincenzo,MIN vs ORL,20.84,7.67,20.0,19.6,22.5,0.411,1.24,v1-backfill,6.0,,,
2026-03-07,NBA,401810773,3936099.0,Derrick Jones Jr.,LAC vs MEM,15.76,7.08,15.0,17.0,17.5,0.3992,1.24,v1-backfill,21.0,,,
2026-03-07,NBA,401810770,4066320.0,Desmond Bane,ORL vs MIN,28.0,8.52,27.0,32.6,29.5,0.4272,4.6,v1-backfill,37.0,,,
2026-03-07,NBA,401810770,4277847.0,Wendell Carter Jr.,ORL vs MIN,19.43,7.64,19.0,20.7,21.5,0.3891,1.27,v1-backfill,19.0,,,
2026-03-07,NBA,401810772,4278039.0,Nickeil Alexander-Walker,ATL vs PHI,27.41,8.37,27.0,25.7,29.5,0.398,1.71,v1-backfill,32.0,,,
2026-03-07,NBA,401810771,4278067.0,Nic Claxton,BKN vs DET,22.9,8.11,22.0,23.6,24.5,0.4186,0.7,v1-backfill,12.0,,,
2026-03-07,NBA,401810775,4278073.0,Shai Gilgeous-Alexander,OKC vs GS,44.65,10.46,44.0,43.9,46.5,0.4268,0.75,v1-backfill,37.0,,,
2026-03-07,NBA,401810771,4278104.0,Michael Porter Jr.,BKN vs DET,31.52,9.06,31.0,30.1,33.5,0.4101,1.42,v1-backfill,44.0,,,
2026-03-07,NBA,401810773,4396907.0,Darius Garland,LAC vs MEM,25.0,8.08,24.0,27.1,26.5,0.4232,2.1,v1-backfill,31.0,,,
2026-03-07,NBA,401810770,4396971.0,Naz Reid,MIN vs ORL,19.22,7.5,19.0,17.9,21.5,0.3763,1.32,v1-backfill,22.0,,,
2026-03-07,NBA,401810770,4397002.0,Ayo Dosunmu,MIN vs ORL,17.39,7.2,17.0,16.2,19.5,0.3805,1.19,v1-backfill,7.0,,,
2026-03-07,NBA,401810772,4397014.0,Quentin Grimes,PHI vs ATL,20.77,7.82,20.0,14.8,22.5,0.4088,5.97,v1-backfill,35.0,,,
2026-03-07,NBA,401810775,4397020.0,Luguentz Dort,OKC vs GS,16.34,7.08,16.0,14.2,18.5,0.376,2.14,v1-backfill,15.0,,,
2026-03-07,NBA,401810770,4431671.0,Jaden McDaniels,MIN vs ORL,22.36,8.15,22.0,23.0,24.5,0.3926,0.64,v1-backfill,9.0,,,
2026-03-07,NBA,401810772,4431680.0,Onyeka Okongwu,ATL vs PHI,28.49,8.48,28.0,26.2,30.5,0.4026,2.29,v1-backfill,21.0,,,
2026-03-07,NBA,401810770,4432573.0,Paolo Banchero,ORL vs MIN,34.03,9.46,33.0,37.3,35.5,0.4353,3.27,v1-backfill,43.0,,,
2026-03-07,NBA,401810774,4591725.0,Ryan Rollins,MIL vs UTAH,25.63,8.31,25.0,26.8,27.5,0.4076,1.17,v1-backfill,32.0,,,
2026-03-07,NBA,401810773,4595400.0,Olivier-Maxence Prosper,MEM vs LAC,13.36,7.12,13.0,20.5,15.5,0.3781,7.14,v1-backfill,15.0,,,
2026-03-07,NBA,401810773,4683634.0,Bennedict Mathurin,LAC vs MEM,24.63,8.55,24.0,26.7,26.5,0.4099,2.07,v1-backfill,32.0,,,
2026-03-07,NBA,401810775,4683692.0,Cason Wallace,OKC vs GS,20.23,8.1,20.0,21.2,22.5,0.3857,0.97,v1-backfill,11.0,,,
2026-03-07,NBA,401810773,4684806.0,Taylor Hendricks,MEM vs LAC,10.44,6.69,10.0,17.1,12.5,0.3749,6.66,v1-backfill,24.0,,,
2026-03-07,NBA,401810775,4709138.0,Brandin Podziemski,GS vs OKC,26.48,8.34,26.0,29.5,28.5,0.4008,3.02,v1-backfill,29.0,,,
2026-03-07,NBA,401810771,4712896.0,Noah Clowney,BKN vs DET,18.27,7.57,18.0,18.5,20.5,0.3802,0.23,v1-backfill,21.0,,,
2026-03-07,NBA,401810773,4781746.0,Javon Small,MEM vs LAC,15.18,7.29,15.0,21.7,17.5,0.3709,6.52,v1-backfill,7.0,,,
2026-03-07,NBA,401810772,4869342.0,Dyson Daniels,ATL vs PHI,25.46,7.99,25.0,23.5,27.5,0.3958,1.96,v1-backfill,28.0,,,
2026-03-07,NBA,401810774,4873138.0,Ace Bailey,UTAH vs MIL,23.3,7.96,23.0,23.8,25.5,0.3874,0.5,v1-backfill,18.0,,,
2026-03-07,NBA,401810773,4896372.0,Walter Clayton Jr.,MEM vs LAC,11.95,6.64,11.0,17.3,13.5,0.4039,5.35,v1-backfill,10.0,,,
2026-03-07,NBA,401810775,4997536.0,Gui Santos,GS vs OKC,19.04,7.3,19.0,24.5,21.5,0.3636,5.46,v1-backfill,36.0,,,
2026-03-07,NBA,401810773,5105550.0,GG Jackson,MEM vs LAC,17.85,7.51,17.0,25.3,19.5,0.4098,7.45,v1-backfill,22.0,,,
2026-03-07,NBA,401810773,5112087.0,Jaylen Wells,MEM vs LAC,16.49,7.17,16.0,19.9,18.5,0.3858,3.41,v1-backfill,10.0,,,
2026-03-07,NBA,401810771,5279130.0,Nolan Traore,BKN vs DET,15.44,6.95,15.0,19.1,17.5,0.3796,3.66,v1-backfill,5.0,,,
2026-03-08,NBA,401810776,3992.0,James Harden,CLE vs BOS,33.11,8.85,33.0,32.8,35.5,0.3897,0.31,v1-backfill,33.0,,,
2026-03-08,NBA,401810784,3995.0,Jrue Holiday,POR vs IND,28.56,8.94,28.0,32.2,30.5,0.4109,3.64,v1-backfill,27.0,,,
2026-03-08,NBA,401810778,6440.0,Tobias Harris,DET vs MIA,21.59,7.76,21.0,22.2,23.5,0.399,0.61,v1-backfill,10.0,,,
2026-03-08,NBA,401810780,2581184.0,Anthony Gill,WSH vs NO,8.4,6.15,8.0,16.4,10.5,0.3622,8.0,v1-backfill,13.0,,,
2026-03-08,NBA,401810777,2990992.0,Marcus Smart,LAL vs NY,15.45,7.03,15.0,13.1,17.5,0.3814,2.35,v1-backfill,12.0,,,
2026-03-08,NBA,401810784,2991070.0,Jerami Grant,POR vs IND,23.27,8.39,23.0,23.4,25.5,0.3914,0.13,v1-backfill,24.0,,,
2026-03-08,NBA,401810777,3062679.0,Josh Hart,NY vs LAL,23.87,7.81,23.0,22.3,25.5,0.414,1.57,v1-backfill,16.0,,,
2026-03-08,NBA,401810776,3078576.0,Derrick White,BOS vs CLE,30.14,8.62,30.0,28.4,32.5,0.3884,1.74,v1-backfill,18.0,,,
2026-03-08,NBA,401810777,3147657.0,Mikal Bridges,NY vs LAL,22.67,7.98,22.0,20.7,24.5,0.4059,1.97,v1-backfill,11.0,,,
2026-03-08,NBA,401810778,3157465.0,Duncan Robinson,DET vs MIA,16.39,7.17,16.0,15.7,18.5,0.3802,0.69,v1-backfill,8.0,,,
2026-03-08,NBA,401810777,3914044.0,Landry Shamet,NY vs LAL,13.44,6.74,13.0,14.6,15.5,0.3758,1.16,v1-backfill,13.0,,,
2026-03-08,NBA,401810777,3934719.0,OG Anunoby,NY vs LAL,23.85,8.49,23.0,22.6,25.5,0.4196,1.25,v1-backfill,22.0,,,
2026-03-08,NBA,401810784,4065731.0,Jay Huff,IND vs POR,14.3,6.93,14.0,18.3,16.5,0.3712,4.0,v1-backfill,23.0,,,
2026-03-08,NBA,401810776,4065804.0,Sam Hauser,BOS vs CLE,17.91,7.26,17.0,15.9,19.5,0.41,2.01,v1-backfill,19.0,,,
2026-03-08,NBA,401810778,4066261.0,Bam Adebayo,MIA vs DET,34.76,9.25,34.0,35.5,36.5,0.4225,0.74,v1-backfill,39.0,,,
2026-03-08,NBA,401810781,4066320.0,Desmond Bane,ORL vs MIL,31.0,8.84,30.0,33.4,32.5,0.4297,2.4,v1-backfill,32.0,,,
2026-03-08,NBA,401810776,4066354.0,Payton Pritchard,BOS vs CLE,27.3,9.21,27.0,25.4,29.5,0.4023,1.9,v1-backfill,28.0,,,
2026-03-08,NBA,401810783,4066383.0,Miles Bridges,CHA vs PHX,21.7,8.02,21.0,20.2,23.5,0.4076,1.5,v1-backfill,24.0,,,
2026-03-08,NBA,401810784,4066399.0,Micah Potter,IND vs POR,14.82,7.08,14.0,21.9,16.5,0.403,7.08,v1-backfill,18.0,,,
2026-03-08,NBA,401810777,4066457.0,Austin Reaves,LAL vs NY,29.65,8.55,29.0,25.0,31.5,0.411,4.65,v1-backfill,34.0,,,
2026-03-08,NBA,401810777,4066648.0,Rui Hachimura,LAL vs NY,15.35,7.18,15.0,13.2,17.5,0.3783,2.15,v1-backfill,22.0,,,
2026-03-08,NBA,401810776,4066757.0,Sam Merrill,CLE vs BOS,16.07,7.56,16.0,17.2,18.5,0.3698,1.13,v1-backfill,14.0,,,
2026-03-08,NBA,401810780,4277813.0,Herbert Jones,NO vs WSH,14.01,7.03,14.0,16.0,16.5,0.3575,1.99,v1-backfill,6.0,,,
2026-03-08,NBA,401810781,4277847.0,Wendell Carter Jr.,ORL vs MIL,21.94,7.88,21.0,21.1,23.5,0.4184,0.84,v1-backfill,16.0,,,
2026-03-08,NBA,401810781,4277922.0,Jericho Sims,MIL vs ORL,14.77,6.97,14.0,14.8,16.5,0.3985,0.03,v1-backfill,19.0,,,
2026-03-08,NBA,401810778,4278053.0,Davion Mitchell,MIA vs DET,18.61,7.39,18.0,15.5,20.5,0.3953,3.11,v1-backfill,14.0,,,
2026-03-08,NBA,401810779,4278078.0,P.J. Washington,DAL vs TOR,17.19,7.31,17.0,20.9,19.5,0.3721,3.71,v1-backfill,19.0,,,
2026-03-08,NBA,401810783,4278585.0,Collin Gillespie,PHX vs CHA,24.51,8.09,24.0,22.2,26.5,0.3991,2.31,v1-backfill,33.0,,,
2026-03-08,NBA,401810779,4395625.0,RJ Barrett,TOR vs DAL,28.43,8.45,28.0,25.6,30.5,0.3996,2.83,v1-backfill,40.0,,,
2026-03-08,NBA,401810785,4395626.0,Tre Jones,CHI vs SAC,19.03,7.72,18.0,20.6,20.5,0.4212,1.57,v1-backfill,18.0,,,
2026-03-08,NBA,401810782,4395630.0,Devin Vassell,SA vs HOU,21.29,7.87,21.0,22.0,23.5,0.3853,0.71,v1-backfill,13.0,,,
2026-03-08,NBA,401810784,4395712.0,Andrew Nembhard,IND vs POR,23.42,8.31,23.0,24.3,25.5,0.3973,0.88,v1-backfill,25.0,,,
2026-03-08,NBA,401810779,4395724.0,Immanuel Quickley,TOR vs DAL,30.13,8.83,30.0,28.6,32.5,0.3901,1.53,v1-backfill,20.0,,,
2026-03-08,NBA,401810778,4395725.0,Tyler Herro,MIA vs DET,31.59,9.05,31.0,30.4,33.5,0.4131,1.19,v1-backfill,34.0,,,
2026-03-08,NBA,401810780,4397136.0,Saddiq Bey,NO vs WSH,25.15,8.48,25.0,29.2,27.5,0.3869,4.05,v1-backfill,35.0,,,
2026-03-08,NBA,401810780,4397688.0,Trey Murphy III,NO vs WSH,29.64,8.9,29.0,32.8,31.5,0.414,3.16,v1-backfill,33.0,,,
2026-03-08,NBA,401810784,4431736.0,Toumani Camara,POR vs IND,19.46,7.38,19.0,19.9,21.5,0.3872,0.44,v1-backfill,20.0,,,
2026-03-08,NBA,401810781,4432573.0,Paolo Banchero,ORL vs MIL,37.2,9.67,37.0,39.3,39.5,0.4023,2.1,v1-backfill,41.0,,,
2026-03-08,NBA,401810779,4432582.0,Max Christie,DAL vs TOR,13.55,6.75,13.0,17.6,15.5,0.3824,4.05,v1-backfill,6.0,,,
2026-03-08,NBA,401810782,4432639.0,Jabari Smith Jr.,HOU vs SA,22.81,8.04,22.0,24.9,24.5,0.4134,2.09,v1-backfill,25.0,,,
2026-03-08,NBA,401810783,4432816.0,LaMelo Ball,CHA vs PHX,28.79,8.7,28.0,30.8,30.5,0.419,2.01,v1-backfill,35.0,,,
2026-03-08,NBA,401810785,4432822.0,Isaac Okoro,CHI vs SAC,12.27,6.67,12.0,15.7,14.5,0.3646,3.43,v1-backfill,11.0,,,
2026-03-08,NBA,401810778,4432848.0,Jaime Jaquez Jr.,MIA vs DET,25.49,8.24,25.0,23.8,27.5,0.4001,1.69,v1-backfill,32.0,,,
2026-03-08,NBA,401810782,4433192.0,Tari Eason,HOU vs SA,16.76,7.33,16.0,17.1,18.5,0.4026,0.34,v1-backfill,10.0,,,
2026-03-08,NBA,401810783,4433249.0,Moussa Diabate,CHA vs PHX,18.17,7.54,18.0,20.9,20.5,0.3747,2.73,v1-backfill,8.0,,,
2026-03-08,NBA,401810783,4433287.0,Brandon Miller,CHA vs PHX,28.52,8.62,28.0,32.5,30.5,0.4057,3.98,v1-backfill,23.0,,,
2026-03-08,NBA,401810781,4591725.0,Ryan Rollins,MIL vs ORL,29.87,8.76,29.0,27.0,31.5,0.4229,2.87,v1-backfill,17.0,,,
2026-03-08,NBA,401810782,4592479.0,Julian Champagnie,SA vs HOU,19.39,7.78,19.0,19.0,21.5,0.389,0.39,v1-backfill,20.0,,,
2026-03-08,NBA,401810776,4593841.0,Baylor Scheierman,BOS vs CLE,13.98,6.82,13.0,15.6,15.5,0.4081,1.62,v1-backfill,26.0,,,
2026-03-08,NBA,401810782,4684740.0,Amen Thompson,HOU vs SA,28.56,8.69,28.0,28.6,30.5,0.4081,0.04,v1-backfill,36.0,,,
2026-03-08,NBA,401810785,4702384.0,Nique Clifford,SAC vs CHI,19.02,7.65,18.0,20.9,20.5,0.4202,1.88,v1-backfill,17.0,,,
2026-03-08,NBA,401810785,4711294.0,Matas Buzelis,CHI vs SAC,22.35,8.07,22.0,25.7,24.5,0.3911,3.35,v1-backfill,32.0,,,
2026-03-08,NBA,401810782,4845367.0,Stephon Castle,SA vs HOU,26.42,8.06,26.0,24.7,28.5,0.3946,1.72,v1-backfill,31.0,,,
2026-03-08,NBA,401810785,4871145.0,Josh Giddey,CHI vs SAC,28.37,8.89,28.0,26.0,30.5,0.4017,2.37,v1-backfill,37.0,,,
2026-03-08,NBA,401810785,4898371.0,Maxime Raynaud,SAC vs CHI,24.97,8.41,24.0,27.5,26.5,0.425,2.53,v1-backfill,39.0,,,
2026-03-08,NBA,401810779,5041939.0,Cooper Flagg,DAL vs TOR,28.75,9.15,28.0,38.4,30.5,0.4212,9.65,v1-backfill,31.0,,,
2026-03-08,NBA,401810783,5061575.0,Kon Knueppel,CHA vs PHX,26.36,8.38,26.0,29.0,28.5,0.3958,2.64,v1-backfill,20.0,,,
2026-03-08,NBA,401810780,5104155.0,Bilal Coulibaly,WSH vs NO,16.5,6.95,16.0,19.3,18.5,0.3828,2.8,v1-backfill,10.0,,,
2026-03-08,NBA,401810784,5106060.0,Jarace Walker,IND vs POR,19.99,7.55,19.0,27.9,21.5,0.4175,7.91,v1-backfill,18.0,,,
2026-03-09,NBA,401810786,3992.0,James Harden,CLE vs PHI,34.09,8.9,34.0,32.2,36.5,0.3895,1.89,v1-backfill,31.0,,,
2026-03-09,NBA,401810789,6589.0,Draymond Green,GS vs UTAH,22.83,8.16,22.0,19.5,24.5,0.4156,3.33,v1-backfill,19.0,,,
2026-03-09,NBA,401810790,2991139.0,Kris Dunn,LAC vs NY,15.89,7.23,15.0,18.2,17.5,0.4087,2.31,v1-backfill,15.0,,,
2026-03-09,NBA,401810790,3062679.0,Josh Hart,NY vs LAC,23.18,7.78,23.0,21.7,25.5,0.3787,1.48,v1-backfill,28.0,,,
2026-03-09,NBA,401810786,3133603.0,Kelly Oubre Jr.,PHI vs CLE,25.59,8.36,25.0,23.6,27.5,0.4061,1.99,v1-backfill,9.0,,,
2026-03-09,NBA,401810790,3136195.0,Karl-Anthony Towns,NY vs LAC,33.77,9.05,33.0,34.0,35.5,0.4211,0.23,v1-backfill,54.0,,,
2026-03-09,NBA,401810790,3147657.0,Mikal Bridges,NY vs LAC,21.36,7.75,21.0,18.5,23.5,0.3874,2.86,v1-backfill,18.0,,,
2026-03-09,NBA,401810790,3914044.0,Landry Shamet,NY vs LAC,13.1,6.71,13.0,14.4,15.5,0.3559,1.3,v1-backfill,10.0,,,
2026-03-09,NBA,401810790,3934672.0,Jalen Brunson,NY vs LAC,34.19,9.11,34.0,34.2,36.5,0.3964,0.01,v1-backfill,40.0,,,
2026-03-09,NBA,401810790,3934719.0,OG Anunoby,NY vs LAC,23.4,8.39,23.0,21.6,25.5,0.3975,1.8,v1-backfill,30.0,,,
2026-03-09,NBA,401810790,3936099.0,Derrick Jones Jr.,LAC vs NY,15.79,6.97,15.0,18.4,17.5,0.3995,2.61,v1-backfill,25.0,,,
2026-03-09,NBA,401810788,4065670.0,Bruce Brown,DEN vs OKC,12.33,6.79,12.0,14.6,14.5,0.3703,2.27,v1-backfill,8.0,,,
2026-03-09,NBA,401810789,4066436.0,De'Anthony Melton,GS vs UTAH,22.49,8.13,22.0,21.0,24.5,0.3986,1.49,v1-backfill,31.0,,,
2026-03-09,NBA,401810786,4066757.0,Sam Merrill,CLE vs PHI,17.27,7.68,17.0,17.4,19.5,0.3816,0.13,v1-backfill,10.0,,,
