date,game_id,week,season,home,away,p_home,p_elo,model,result,selected,model_spread,model_total,cal,pick_side,pick_team,pick_prob
2024-10-24,401643815,9,2024,Old Dominion,Georgia Southern,0.5231343875623226,0.4059235670796749,v1-backfill,28.0,,,,,,,
2024-10-24,401634770,9,2024,Pittsburgh,Syracuse,0.678438634466997,0.5959508205746399,v1-backfill,28.0,,,,,,,
2024-10-25,401634771,9,2024,Boston College,Louisville,0.3124767733477948,0.3838567713550771,v1-backfill,-4.0,,,,,,,
2024-10-26,401643740,9,2024,UNLV,Boise State,0.5140503752460729,0.5252142503097986,v1-backfill,-5.0,,,,,,,
2024-10-26,401628532,9,2024,USC,Rutgers,0.7616822771953644,0.7554474185343795,v1-backfill,22.0,,,,,,,
2024-10-26,401628402,9,2024,Ole Miss,Oklahoma,0.8417274923883616,0.7877628169182698,v1-backfill,12.0,,,,,,,
2024-10-26,401628526,9,2024,Indiana,Washington,0.7269173532111618,0.5236470291318522,v1-backfill,14.0,,,,,,,
2024-10-26,401628530,9,2024,Ohio State,Nebraska,0.9309424308929072,0.8762398533307998,v1-backfill,4.0,,,,,,,
2024-10-26,401628983,9,2024,Navy,Notre Dame,0.1256848526357786,0.2241882806181757,v1-backfill,-37.0,,,,,,,
2024-10-26,401635597,9,2024,Virginia Tech,Georgia Tech,0.6530337135948296,0.5945512487857714,v1-backfill,15.0,,,,,,,
2024-10-26,401635598,9,2024,Virginia,North Carolina,0.5704002307561974,0.6027967829831048,v1-backfill,-27.0,,,,,,,
2024-10-26,401644755,9,2024,Ohio,Buffalo,0.671015736322984,0.6807772643201557,v1-backfill,31.0,,,,,,,
2024-10-26,401645353,9,2024,Memphis,Charlotte,0.900550302265371,0.9245603753678612,v1-backfill,5.0,,,,,,,
2024-10-26,401645354,9,2024,North Texas,Tulane,0.3079345104732238,0.366899573207217,v1-backfill,-8.0,,,,,,,
2024-10-26,401628403,9,2024,Mississippi State,Arkansas,0.4380753295401911,0.2868777193257362,v1-backfill,-33.0,,,,,,,
2024-10-26,401643816,9,2024,App State,Georgia State,0.6970045882920695,0.6717065220846284,v1-backfill,7.0,,,,,,,
2024-10-26,401644687,9,2024,Miami (OH),Central Michigan,0.7963775404626998,0.8603160712708241,v1-backfill,39.0,,,,,,,
2024-10-26,401645352,9,2024,East Carolina,Temple,0.7612500244948778,0.6555805642929412,v1-backfill,22.0,,,,,,,
2024-10-26,401628400,9,2024,Alabama,Missouri,0.7493114647646061,0.6996089811415164,v1-backfill,34.0,,,,,,,
2024-10-26,401628525,9,2024,Oregon,Illinois,0.8324186455924897,0.8483051386786199,v1-backfill,29.0,,,,,,,
2024-10-26,401628527,9,2024,Iowa,Northwestern,0.7690516618046477,0.7306109203794419,v1-backfill,26.0,,,,,,,
2024-10-26,401628528,9,2024,Minnesota,Maryland,0.66170332213101,0.6442195305019396,v1-backfill,25.0,,,,,,,
2024-10-26,401629035,9,2024,UConn,Rice,0.7791623914681612,0.767676663964708,v1-backfill,7.0,,,,,,,
2024-10-26,401635599,9,2024,Stanford,Wake Forest,0.4000444368589952,0.3947265905560035,v1-backfill,-3.0,,,,,,,
2024-10-26,401636906,9,2024,Baylor,Oklahoma State,0.5924212656347648,0.5344300382001317,v1-backfill,10.0,,,,,,,
2024-10-26,401636910,9,2024,TCU,Texas Tech,0.581093898189766,0.5011513210519102,v1-backfill,1.0,,,,,,,
2024-10-26,401636911,9,2024,UCF,BYU,0.3471435853823438,0.1703062537554382,v1-backfill,-13.0,,,,,,,
2024-10-26,401643817,9,2024,James Madison,Southern Miss,0.9483475661755232,0.9496163810228916,v1-backfill,17.0,,,,,,,
2024-10-26,401644752,9,2024,Akron,Eastern Michigan,0.279758264020772,0.2399447055199255,v1-backfill,4.0,,,,,,,
2024-10-26,401644753,9,2024,Ball State,Northern Illinois,0.3173335691230183,0.3202339347799907,v1-backfill,2.0,,,,,,,
2024-10-26,401644754,9,2024,Toledo,Bowling Green,0.718741706587663,0.7760702445589878,v1-backfill,-15.0,,,,,,,
2024-10-26,401644756,9,2024,Western Michigan,Kent State,0.8854566103318707,0.8986403183054517,v1-backfill,31.0,,,,,,,
2024-10-26,401645355,9,2024,Tulsa,UTSA,0.2311908765641476,0.2323392038433401,v1-backfill,1.0,,,,,,,
2024-10-26,401635594,9,2024,California,Oregon State,0.5667993521109422,0.5267449825414,v1-backfill,37.0,,,,,,,
2024-10-26,401628405,9,2024,Vanderbilt,Texas,0.1325025378501152,0.1577820049580626,v1-backfill,-3.0,,,,,,,
2024-10-26,401643741,9,2024,Colorado State,New Mexico,0.6131140079276685,0.6416411759453039,v1-backfill,11.0,,,,,,,
2024-10-26,401643819,9,2024,South Alabama,UL Monroe,0.7994616102594492,0.6861112722968706,v1-backfill,29.0,,,,,,,
2024-10-26,401635596,9,2024,Miami,Florida State,0.8626603446333763,0.8227384693698163,v1-backfill,22.0,,,,,,,
2024-10-26,401636905,9,2024,Arizona,West Virginia,0.49182287845676,0.5334406550250692,v1-backfill,-5.0,,,,,,,
2024-10-26,401636908,9,2024,Houston,Utah,0.3370853790638214,0.3411207218718649,v1-backfill,3.0,,,,,,,
2024-10-26,401643745,9,2024,Wyoming,Utah State,0.6954820763863699,0.6738339840290831,v1-backfill,-2.0,,,,,,,
2024-10-26,401643818,9,2024,Arkansas State,Troy,0.5270501326043638,0.6122706627378832,v1-backfill,3.0,,,,,,,
2024-10-26,401628404,9,2024,Texas A&M,LSU,0.5049827574890036,0.4554838963943772,v1-backfill,15.0,,,,,,,
2024-10-26,401628529,9,2024,Michigan,Michigan State,0.8092012213629873,0.8191744204943706,v1-backfill,7.0,,,,,,,
2024-10-26,401628531,9,2024,Wisconsin,Penn State,0.4018939581945979,0.386330625896835,v1-backfill,-15.0,,,,,,,
2024-10-26,401628401,9,2024,Kentucky,Auburn,0.6025351936489072,0.6797372291598833,v1-backfill,-14.0,,,,,,,
2024-10-27,401635595,9,2024,Duke,SMU,0.3497370953107807,0.4097779528779904,v1-backfill,-1.0,,,,,,,
2024-10-27,401636909,9,2024,Kansas State,Kansas,0.7953584430147698,0.872368770843483,v1-backfill,2.0,,,,,,,
2024-10-27,401643742,9,2024,Fresno State,San José State,0.5195000725472434,0.4796001053942352,v1-backfill,23.0,,,,,,,
2024-10-27,401636907,9,2024,Colorado,Cincinnati,0.5840486624473261,0.5653707123121768,v1-backfill,11.0,,,,,,,
2024-10-27,401643744,9,2024,San Diego State,Washington State,0.1709868836149691,0.2787686422247,v1-backfill,-3.0,,,,,,,
2024-10-27,401643743,9,2024,Hawai'i,Nevada,0.4530470605715765,0.5576680499397398,v1-backfill,21.0,,,,,,,
2024-10-29,401640985,10,2024,Florida International,New Mexico State,0.4455567375902277,0.3387331945681443,v1-backfill,21.0,,,,,,,
2024-10-29,401643820,10,2024,Texas State,Louisiana,0.5822686517727175,0.5293083510859264,v1-backfill,-6.0,,,,,,,
2024-10-30,401641012,10,2024,Sam Houston,Louisiana Tech,0.7477338471253445,0.7867879314141114,v1-backfill,6.0,,,,,,,
2024-10-30,401640994,10,2024,Liberty,Jacksonville State,0.5278273922401779,0.7492509002741408,v1-backfill,-10.0,,,,,,,
2024-10-30,401641020,10,2024,Western Kentucky,Kennesaw State,0.9152053511610356,0.937614964761689,v1-backfill,17.0,,,,,,,
2024-10-31,401645356,10,2024,Charlotte,Tulane,0.1346412700894872,0.1241750280807777,v1-backfill,-31.0,,,,,,,
2024-11-01,401629036,10,2024,UConn,Georgia State,0.7992227498766538,0.7779386272755652,v1-backfill,7.0,,,,,,,
2024-11-01,401645357,10,2024,Florida Atlantic,South Florida,0.5361330205794057,0.3879035530356527,v1-backfill,-23.0,,,,,,,
2024-11-02,401643747,10,2024,Boise State,San Diego State,0.8763943215685205,0.8970759079302786,v1-backfill,32.0,,,,,,,
2024-11-02,401628406,10,2024,Arkansas,Ole Miss,0.3247632667549494,0.2911036723700266,v1-backfill,-32.0,,,,,,,
2024-11-02,401628533,10,2024,Illinois,Minnesota,0.5261503368791626,0.583981075370867,v1-backfill,-8.0,,,,,,,
2024-11-02,401628538,10,2024,Purdue,Northwestern,0.4061681524929124,0.3390056971278368,v1-backfill,-6.0,,,,,,,
2024-11-02,401628539,10,2024,Penn State,Ohio State,0.5021911567467517,0.5731375434301829,v1-backfill,-7.0,,,,,,,
2024-11-02,401635516,10,2024,NC State,Stanford,0.8181849080450483,0.8104478504932815,v1-backfill,31.0,,,,,,,
2024-11-02,401635601,10,2024,Miami,Duke,0.7927952891693252,0.71880873573286,v1-backfill,22.0,,,,,,,
2024-11-02,401635604,10,2024,Syracuse,Virginia Tech,0.3661455083034308,0.3642666686311591,v1-backfill,7.0,,,,,,,
2024-11-02,401643746,10,2024,Army,Air Force,0.9208172812435196,0.9252565589512518,v1-backfill,17.0,,,,,,,
2024-11-02,401644757,10,2024,Akron,Buffalo,0.4151172685015046,0.3871143892427273,v1-backfill,-11.0,,,,,,,
2024-11-02,401644758,10,2024,Eastern Michigan,Toledo,0.411229299640453,0.3744045670320575,v1-backfill,-1.0,,,,,,,
2024-11-02,401645359,10,2024,UTSA,Memphis,0.3830804189426059,0.2661363320165753,v1-backfill,8.0,,,,,,,
2024-11-02,401628407,10,2024,Auburn,Vanderbilt,0.6402139502088822,0.5265235070129963,v1-backfill,-10.0,,,,,,,
2024-11-02,401643821,10,2024,App State,Old Dominion,0.4523872425208547,0.4314121601481982,v1-backfill,8.0,,,,,,,
2024-11-02,401645358,10,2024,UAB,Tulsa,0.5855734130429303,0.5296116123356133,v1-backfill,38.0,,,,,,,
2024-11-02,401628408,10,2024,Georgia,Florida,0.8260212880941378,0.891804369561811,v1-backfill,14.0,,,,,,,
2024-11-02,401628534,10,2024,Michigan State,Indiana,0.2302927201680901,0.2651329181225985,v1-backfill,-37.0,,,,,,,
2024-11-02,401628536,10,2024,Michigan,Oregon,0.3405135331129648,0.36227075143401,v1-backfill,-21.0,,,,,,,
2024-11-02,401628537,10,2024,Nebraska,UCLA,0.6598451695381411,0.654796308362555,v1-backfill,-7.0,,,,,,,
2024-11-02,401635602,10,2024,Florida State,North Carolina,0.4864083180516142,0.517499963810454,v1-backfill,-24.0,,,,,,,
2024-11-02,401636913,10,2024,Houston,Kansas State,0.1605630795437978,0.1032958525306732,v1-backfill,5.0,,,,,,,
2024-11-02,401636914,10,2024,Iowa State,Texas Tech,0.7977520979626149,0.765709321612445,v1-backfill,-1.0,,,,,,,
2024-11-02,401636915,10,2024,Oklahoma State,Arizona State,0.5710450373364253,0.4712474465798483,v1-backfill,-21.0,,,,,,,
2024-11-02,401636916,10,2024,UCF,Arizona,0.5969715353157694,0.4174649559131325,v1-backfill,44.0,,,,,,,
2024-11-02,401641026,10,2024,UTEP,Middle Tennessee,0.5844637541621427,0.4709758840321538,v1-backfill,-7.0,,,,,,,
2024-11-02,401643822,10,2024,Marshall,UL Monroe,0.7537680685840896,0.7010701924461478,v1-backfill,5.0,,,,,,,
2024-11-02,401643750,10,2024,New Mexico,Wyoming,0.5809939581217911,0.6155203851734548,v1-backfill,-4.0,,,,,,,
2024-11-02,401643824,10,2024,Troy,Coastal Carolina,0.5317863292056524,0.4378570482459825,v1-backfill,14.0,,,,,,,
2024-11-02,401645360,10,2024,Rice,Navy,0.2272427136714438,0.1822206554517346,v1-backfill,14.0,,,,,,,
2024-11-02,401628409,10,2024,Mississippi State,Massachusetts,0.918449823288195,0.6609657203064933,v1-backfill,25.0,,,,,,,
2024-11-02,401643749,10,2024,Fresno State,Hawai'i,0.8176119154478111,0.8175114391895992,v1-backfill,-1.0,,,,,,,
2024-11-02,401628411,10,2024,South Carolina,Texas A&M,0.4463156245150371,0.359454929770875,v1-backfill,24.0,,,,,,,
2024-11-02,401628535,10,2024,Iowa,Wisconsin,0.6440241875962476,0.6377526247093093,v1-backfill,32.0,,,,,,,
2024-11-02,401628540,10,2024,Washington,USC,0.5494513911841482,0.6436439206749833,v1-backfill,5.0,,,,,,,
2024-11-02,401635600,10,2024,Clemson,Louisville,0.7831413475474905,0.8044764781925764,v1-backfill,-12.0,,,,,,,
2024-11-02,401643823,10,2024,South Alabama,Georgia Southern,0.8094416449099228,0.6848098814053325,v1-backfill,-4.0,,,,,,,
2024-11-02,401628412,10,2024,Tennessee,Kentucky,0.8953937284454501,0.9179001898654536,v1-backfill,10.0,,,,,,,
2024-11-03,401635627,10,2024,SMU,Pittsburgh,0.6881535186155355,0.7112309267268985,v1-backfill,23.0,,,,,,,
2024-11-03,401636912,10,2024,Baylor,TCU,0.6063706762052662,0.5341915627351155,v1-backfill,3.0,,,,,,,
2024-11-03,401643748,10,2024,Nevada,Colorado State,0.4956931007032407,0.3050053402310373,v1-backfill,-17.0,,,,,,,
2024-11-06,401644760,11,2024,Central Michigan,Bowling Green,0.3205646616911967,0.2687243332627404,v1-backfill,-10.0,,,,,,,
2024-11-06,401644688,11,2024,Ball State,Miami (OH),0.2296952495709594,0.2304937258541876,v1-backfill,-6.0,,,,,,,
2024-11-07,401644761,11,2024,Kent State,Ohio,0.1132035452376286,0.1056072680223962,v1-backfill,-41.0,,,,,,,
2024-11-07,401644762,11,2024,Western Michigan,Northern Illinois,0.5622531742826681,0.5661136002896644,v1-backfill,-14.0,,,,,,,
2024-11-08,401643825,11,2024,Coastal Carolina,App State,0.5521305190261171,0.4883917901829049,v1-backfill,14.0,,,,,,,
2024-11-08,401645361,11,2024,East Carolina,Florida Atlantic,0.7602993061921504,0.7450349207540794,v1-backfill,35.0,,,,,,,
2024-11-09,401634773,11,2024,Wake Forest,California,0.3440222702284832,0.3911408295417569,v1-backfill,-10.0,,,,,,,
2024-11-09,401628542,11,2024,UCLA,Iowa,0.258260899161528,0.258145940167713,v1-backfill,3.0,,,,,,,
2024-11-09,401645362,11,2024,Memphis,Rice,0.8155988923692852,0.8719096068981416,v1-backfill,7.0,,,,,,,
2024-11-09,401643754,11,2024,San Diego State,New Mexico,0.6766846079732513,0.6834320280040044,v1-backfill,-5.0,,,,,,,
2024-11-09,401628417,11,2024,Texas,Florida,0.8485753166922468,0.8691217994011461,v1-backfill,32.0,,,,,,,
2024-11-09,401628544,11,2024,Rutgers,Minnesota,0.3203679141621589,0.2441104008129778,v1-backfill,7.0,,,,,,,
2024-11-09,401628545,11,2024,Ohio State,Purdue,0.9695839375466871,0.9709397088901278,v1-backfill,45.0,,,,,,,
2024-11-09,401635606,11,2024,Boston College,Syracuse,0.5126424305648732,0.3796442623288774,v1-backfill,6.0,,,,,,,
2024-11-09,401635609,11,2024,Georgia Tech,Miami,0.2599598405764644,0.2655814292270749,v1-backfill,5.0,,,,,,,
2024-11-09,401636918,11,2024,Cincinnati,West Virginia,0.5371430210722821,0.5069356649867496,v1-backfill,-7.0,,,,,,,
2024-11-09,401643828,11,2024,UL Monroe,Texas State,0.3773256576295642,0.3679921660614508,v1-backfill,-21.0,,,,,,,
2024-11-09,401645363,11,2024,South Florida,Navy,0.4441479481807559,0.5025519134145112,v1-backfill,-21.0,,,,,,,
2024-11-09,401640995,11,2024,Middle Tennessee,Liberty,0.229793751914216,0.1745559606952486,v1-backfill,-20.0,,,,,,,
2024-11-09,401629037,11,2024,UAB,UConn,0.3645702905750572,0.2995877889567871,v1-backfill,-8.0,,,,,,,
2024-11-09,401643829,11,2024,Southern Miss,Marshall,0.2252909301585165,0.1502683818201065,v1-backfill,-34.0,,,,,,,
2024-11-09,401628414,11,2024,Ole Miss,Georgia,0.5277700220527713,0.3542174297238277,v1-backfill,18.0,,,,,,,
2024-11-09,401628541,11,2024,Indiana,Michigan,0.7604795961107412,0.6359222936091903,v1-backfill,5.0,,,,,,,
2024-11-09,401629045,11,2024,North Texas,Army,0.337810247690974,0.3275946996279771,v1-backfill,-11.0,,,,,,,
2024-11-09,401635607,11,2024,Virginia Tech,Clemson,0.3955502518527854,0.3898680256569025,v1-backfill,-10.0,,,,,,,
2024-11-09,401635608,11,2024,NC State,Duke,0.5479999024863492,0.4704784358849346,v1-backfill,-10.0,,,,,,,
2024-11-09,401636919,11,2024,Kansas,Iowa State,0.3675316103077949,0.2297537180397017,v1-backfill,9.0,,,,,,,
2024-11-09,401643755,11,2024,Oregon State,San José State,0.754318030368689,0.5159860931392918,v1-backfill,-11.0,,,,,,,
2024-11-09,401643826,11,2024,James Madison,Georgia State,0.9071728799668952,0.919002497653314,v1-backfill,31.0,,,,,,,
2024-11-09,401636921,11,2024,Texas Tech,Colorado,0.534217254333314,0.5014095361698973,v1-backfill,-14.0,,,,,,,
2024-11-09,401641021,11,2024,UTEP,Kennesaw State,0.5822837481525518,0.4965250178408109,v1-backfill,8.0,,,,,,,
2024-11-09,401645364,11,2024,Tulane,Temple,0.9522636312998876,0.944198150877633,v1-backfill,46.0,,,,,,,
2024-11-09,401628418,11,2024,Vanderbilt,South Carolina,0.3422595446087473,0.3469603141932472,v1-backfill,-21.0,,,,,,,
2024-11-09,401641004,11,2024,Louisiana Tech,Jacksonville State,0.1866247552338332,0.1701114353253024,v1-backfill,-7.0,,,,,,,
2024-11-09,401643827,11,2024,Louisiana,Arkansas State,0.7671517067184414,0.7728275869410806,v1-backfill,36.0,,,,,,,
2024-11-09,401641036,11,2024,New Mexico State,Western Kentucky,0.1903627703120659,0.1202955295232478,v1-backfill,-13.0,,,,,,,
2024-11-10,401628416,11,2024,Tennessee,Mississippi State,0.9189019917906412,0.951113786609534,v1-backfill,19.0,,,,,,,
2024-11-10,401628543,11,2024,Oregon,Maryland,0.9349071764091372,0.9553213130445954,v1-backfill,21.0,,,,,,,
2024-11-10,401636917,11,2024,Arizona State,UCF,0.5536969360889017,0.7116064605400167,v1-backfill,4.0,,,,,,,
2024-11-10,401636920,11,2024,TCU,Oklahoma State,0.6899950779305659,0.7136887718884778,v1-backfill,25.0,,,,,,,
2024-11-10,401628413,11,2024,LSU,Alabama,0.4282272286978688,0.415351206540445,v1-backfill,-29.0,,,,,,,
2024-11-10,401628984,11,2024,Notre Dame,Florida State,0.9584735773502988,0.9387010212672606,v1-backfill,49.0,,,,,,,
2024-11-10,401628415,11,2024,Missouri,Oklahoma,0.5888052804195204,0.6942627716456956,v1-backfill,7.0,,,,,,,
2024-11-10,401628546,11,2024,Penn State,Washington,0.7709029325692954,0.6913270669275827,v1-backfill,29.0,,,,,,,
2024-11-10,401635610,11,2024,Pittsburgh,Virginia,0.8077613974727889,0.8184952965894997,v1-backfill,-5.0,,,,,,,
2024-11-10,401643752,11,2024,Boise State,Nevada,0.9424855675599876,0.9591578985811308,v1-backfill,7.0,,,,,,,
2024-11-10,401643753,11,2024,Hawai'i,UNLV,0.2300592316727395,0.2413996378421729,v1-backfill,-2.0,,,,,,,
2024-11-10,401643751,11,2024,Air Force,Fresno State,0.3039205661715797,0.177539375234753,v1-backfill,8.0,,,,,,,
2024-11-10,401636922,11,2024,Utah,BYU,0.3455705776907727,0.2156451499141061,v1-backfill,-1.0,,,,,,,
2024-11-10,401643756,11,2024,Washington State,Utah State,0.956386031933938,0.913294026625649,v1-backfill,21.0,,,,,,,
2024-11-13,401644763,12,2024,Buffalo,Ball State,0.6511804300785808,0.6541066710109219,v1-backfill,3.0,,,,,,,
2024-11-13,401644764,12,2024,Bowling Green,Western Michigan,0.7004414570908757,0.7253898057536246,v1-backfill,18.0,,,,,,,
2024-11-13,401644765,12,2024,Toledo,Central Michigan,0.8268371450693461,0.8595140233004532,v1-backfill,27.0,,,,,,,
2024-11-14,401644689,12,2024,Miami (OH),Kent State,0.9660783917786429,0.9617491303410918,v1-backfill,27.0,,,,,,,
2024-11-14,401644766,12,2024,Northern Illinois,Akron,0.8740823608352063,0.8937836768935338,v1-backfill,13.0,,,,,,,
2024-11-14,401644767,12,2024,Ohio,Eastern Michigan,0.7671003899991838,0.7571486005084207,v1-backfill,25.0,,,,,,,
2024-11-15,401645365,12,2024,Tulsa,East Carolina,0.1964441265107243,0.2517180431143505,v1-backfill,-7.0,,,,,,,
2024-11-16,401643759,12,2024,Colorado State,Wyoming,0.6823669485843326,0.7573904170878789,v1-backfill,14.0,,,,,,,
2024-11-16,401645366,12,2024,UTSA,North Texas,0.6518415685505381,0.6664865253482659,v1-backfill,21.0,,,,,,,
2024-11-16,401628553,12,2024,Washington,UCLA,0.6772546269425016,0.717187549967151,v1-backfill,12.0,,,,,,,
2024-11-16,401636923,12,2024,Arizona,Houston,0.550921487989333,0.5433031536864185,v1-backfill,24.0,,,,,,,
2024-11-16,401628419,12,2024,Arkansas,Texas,0.1968452120041194,0.159557215913874,v1-backfill,-10.0,,,,,,,
2024-11-16,401628550,12,2024,Northwestern,Ohio State,0.0916566382475423,0.1116965577394659,v1-backfill,-24.0,,,,,,,
2024-11-16,401629046,12,2024,Massachusetts,Liberty,0.1752391193823699,0.0986219062130719,v1-backfill,-1.0,,,,,,,
2024-11-16,401635582,12,2024,Pittsburgh,Clemson,0.3388461010627157,0.2788584177173191,v1-backfill,-4.0,,,,,,,
2024-11-16,401636925,12,2024,Colorado,Utah,0.7075693449788681,0.8163560062156106,v1-backfill,25.0,,,,,,,
2024-11-16,401641013,12,2024,Western Kentucky,Louisiana Tech,0.8620588458004449,0.925086316004247,v1-backfill,-5.0,,,,,,,
2024-11-16,401645370,12,2024,Navy,Tulane,0.3347770704422588,0.3747558579418039,v1-backfill,-35.0,,,,,,,
2024-11-16,401628426,12,2024,Auburn,UL Monroe,0.9068911885805848,0.6651608803035972,v1-backfill,34.0,,,,,,,
2024-11-16,401643832,12,2024,Marshall,Coastal Carolina,0.6868692260148068,0.6681917313161311,v1-backfill,12.0,,,,,,,
2024-11-16,401640986,12,2024,Jacksonville State,Florida International,0.8833826209848771,0.8919409877063647,v1-backfill,3.0,,,,,,,
2024-11-16,401645369,12,2024,Temple,Florida Atlantic,0.5126380960122147,0.5933627945223405,v1-backfill,3.0,,,,,,,
2024-11-16,401628547,12,2024,Illinois,Michigan State,0.7230736512245014,0.6754755648385319,v1-backfill,22.0,,,,,,,
2024-11-16,401635581,12,2024,California,Syracuse,0.7207544787838339,0.6855687587686187,v1-backfill,-8.0,,,,,,,
2024-11-16,401641022,12,2024,Kennesaw State,Sam Houston,0.272585228123283,0.1706252539627456,v1-backfill,-6.0,,,,,,,
2024-11-16,401643760,12,2024,Utah State,Hawai'i,0.4351753193198725,0.3994146218226885,v1-backfill,45.0,,,,,,,
2024-11-16,401628420,12,2024,Florida,LSU,0.4577872675671277,0.3707267890977086,v1-backfill,11.0,,,,,,,
2024-11-16,401628552,12,2024,Purdue,Penn State,0.0670636296730575,0.0603131110695581,v1-backfill,-39.0,,,,,,,
2024-11-16,401628985,12,2024,Notre Dame,Virginia,0.9612916918607116,0.933540543703706,v1-backfill,21.0,,,,,,,
2024-11-16,401635517,12,2024,Stanford,Louisville,0.1159612433704322,0.1128462765315201,v1-backfill,3.0,,,,,,,
2024-11-16,401635580,12,2024,SMU,Boston College,0.8738829237097053,0.8849681201433508,v1-backfill,10.0,,,,,,,
2024-11-16,401643757,12,2024,Air Force,Oregon State,0.3083309590979384,0.3859170502073755,v1-backfill,28.0,,,,,,,
2024-11-16,401645368,12,2024,Charlotte,South Florida,0.4518498486276248,0.3854279537980594,v1-backfill,-35.0,,,,,,,
2024-11-16,401628549,12,2024,USC,Nebraska,0.7312097885395706,0.7205644944713354,v1-backfill,8.0,,,,,,,
2024-11-16,401636929,12,2024,West Virginia,Baylor,0.6008227002732379,0.666053111886284,v1-backfill,-14.0,,,,,,,
2024-11-16,401643830,12,2024,Georgia Southern,Troy,0.5944575606783181,0.6779860469482648,v1-backfill,-8.0,,,,,,,
2024-11-16,401643833,12,2024,Old Dominion,James Madison,0.3281210651777603,0.2991193936183752,v1-backfill,-3.0,,,,,,,
2024-11-16,401628423,12,2024,South Carolina,Missouri,0.707054524899336,0.6374269098643149,v1-backfill,4.0,,,,,,,
2024-11-16,401643831,12,2024,Georgia State,Arkansas State,0.4860407604523547,0.3401208171611695,v1-backfill,-7.0,,,,,,,
2024-11-16,401628548,12,2024,Maryland,Rutgers,0.5824218942934198,0.5513465143038859,v1-backfill,-14.0,,,,,,,
2024-11-17,401636927,12,2024,Kansas State,Arizona State,0.7434930020262136,0.7500960563584673,v1-backfill,-10.0,,,,,,,
2024-11-17,401643758,12,2024,San José State,Boise State,0.3159022227881208,0.3200940231864357,v1-backfill,-21.0,,,,,,,
2024-11-17,401643834,12,2024,Louisiana,South Alabama,0.6074955817564659,0.7233548595212957,v1-backfill,-2.0,,,,,,,
2024-11-17,401643835,12,2024,Texas State,Southern Miss,0.9174013528084074,0.9287924707492424,v1-backfill,55.0,,,,,,,
2024-11-17,401628421,12,2024,Georgia,Tennessee,0.6407747806057856,0.6654256000183172,v1-backfill,14.0,,,,,,,
2024-11-17,401628551,12,2024,Wisconsin,Oregon,0.2027569207756257,0.138451787114428,v1-backfill,-3.0,,,,,,,
2024-11-17,401628424,12,2024,Texas A&M,New Mexico State,0.9795659742871556,0.9523090048706312,v1-backfill,35.0,,,,,,,
2024-11-17,401635583,12,2024,North Carolina,Wake Forest,0.7859505686413509,0.7606069793377844,v1-backfill,7.0,,,,,,,
2024-11-17,401636926,12,2024,Iowa State,Cincinnati,0.7635208279373535,0.7432761489330918,v1-backfill,17.0,,,,,,,
2024-11-17,401645367,12,2024,Memphis,UAB,0.8613936953852178,0.9174979552009694,v1-backfill,35.0,,,,,,,
2024-11-17,401643761,12,2024,New Mexico,Washington State,0.1194648300844104,0.185926665470348,v1-backfill,3.0,,,,,,,
2024-11-17,401636924,12,2024,BYU,Kansas,0.6678215007535443,0.7901980474451406,v1-backfill,-4.0,,,,,,,
2024-11-17,401643762,12,2024,UNLV,San Diego State,0.8567637947841419,0.8785266474480549,v1-backfill,21.0,,,,,,,
2024-11-20,401644769,13,2024,Kent State,Akron,0.3585967897386893,0.4263947070811826,v1-backfill,-21.0,,,,,,,
2024-11-20,401644770,13,2024,Central Michigan,Western Michigan,0.42691088859041,0.38486459370895,v1-backfill,2.0,,,,,,,
2024-11-20,401644690,13,2024,Miami (OH),Northern Illinois,0.695178958294863,0.676199209407337,v1-backfill,11.0,,,,,,,
2024-11-21,401644772,13,2024,Eastern Michigan,Buffalo,0.5365578347389653,0.4886889490678449,v1-backfill,-17.0,,,,,,,
2024-11-21,401644773,13,2024,Toledo,Ohio,0.5339280268931148,0.5472964992069522,v1-backfill,-17.0,,,,,,,
2024-11-22,401634772,13,2024,Georgia Tech,NC State,0.6682103988399533,0.7123541005882547,v1-backfill,1.0,,,,,,,
2024-11-23,401645374,13,2024,UTSA,Temple,0.898432011181605,0.8823769687605414,v1-backfill,24.0,,,,,,,
2024-11-23,401628558,13,2024,Michigan State,Purdue,0.7649152730993064,0.7517476486257086,v1-backfill,7.0,,,,,,,
2024-11-23,401643767,13,2024,San José State,UNLV,0.3812365689020674,0.3941212522847711,v1-backfill,-11.0,,,,,,,
2024-11-23,401628429,13,2024,Florida,Ole Miss,0.2347399522106875,0.2215413496411729,v1-backfill,7.0,,,,,,,
2024-11-23,401628554,13,2024,Rutgers,Illinois,0.4702984790042908,0.4422569286030381,v1-backfill,-7.0,,,,,,,
2024-11-23,401628555,13,2024,Ohio State,Indiana,0.7071418257059059,0.6878149382109192,v1-backfill,23.0,,,,,,,
2024-11-23,401628556,13,2024,Maryland,Iowa,0.2359086583436062,0.1860722536444891,v1-backfill,-16.0,,,,,,,
2024-11-23,401635518,13,2024,Syracuse,UConn,0.8087451256170958,0.6578090831812429,v1-backfill,7.0,,,,,,,
2024-11-23,401635612,13,2024,Boston College,North Carolina,0.4714106953691707,0.3836423061371318,v1-backfill,20.0,,,,,,,
2024-11-23,401635618,13,2024,Miami,Wake Forest,0.9065733512496116,0.89360304024481,v1-backfill,28.0,,,,,,,
