date,game_id,season,home,away,p_home,p_elo,model,result
2024-11-02,2024020178,2024,OTT,SEA,0.5190179808037341,0.5591622004474448,v1-backfill,1.0
2024-11-02,2024020179,2024,DET,BUF,0.5198875029607685,0.5494036751224198,v1-backfill,1.0
2024-11-02,2024020180,2024,PIT,MTL,0.6394397762274635,0.5968857084691829,v1-backfill,1.0
2024-11-02,2024020181,2024,STL,TOR,0.4324733275121053,0.5040289485790398,v1-backfill,1.0
2024-11-02,2024020182,2024,NSH,COL,0.4880393435912136,0.5073837930111051,v1-backfill,1.0
2024-11-02,2024020183,2024,VGK,UTA,0.6277600800567064,0.6391686082466967,v1-backfill,1.0
2024-11-02,2024020184,2024,SJS,VAN,0.280834894520503,0.3760721112019935,v1-backfill,0.0
2024-11-03,2024020185,2024,NYR,NYI,0.6111873217184923,0.6557287081303447,v1-backfill,1.0
2024-11-03,2024020186,2024,WPG,TBL,0.604731099467161,0.5897953518096631,v1-backfill,1.0
2024-11-03,2024020187,2024,BOS,SEA,0.545757488637745,0.6183115012095141,v1-backfill,1.0
2024-11-03,2024020188,2024,CAR,WSH,0.7839592595082044,0.6276324523485688,v1-backfill,1.0
2024-11-03,2024020189,2024,MIN,TOR,0.5525826370044847,0.5455581877968498,v1-backfill,1.0
2024-11-03,2024020190,2024,CGY,EDM,0.4092691073035046,0.4851067590583603,v1-backfill,0.0
2024-11-03,2024020191,2024,ANA,CHI,0.6607625252263715,0.5682945873468227,v1-backfill,0.0
2024-11-04,2024020192,2024,NSH,LAK,0.5845428361001115,0.5439148413260516,v1-backfill,0.0
2024-11-04,2024020193,2024,EDM,NJD,0.5743162092561523,0.6174991655994124,v1-backfill,0.0
2024-11-05,2024020194,2024,BUF,OTT,0.4945912592790292,0.5406000968548719,v1-backfill,1.0
2024-11-05,2024020195,2024,TOR,BOS,0.6064631975558188,0.5398229472305974,v1-backfill,1.0
2024-11-05,2024020196,2024,MTL,CGY,0.3931388964926893,0.488081658701078,v1-backfill,0.0
2024-11-05,2024020197,2024,CAR,PHI,0.7707814834106438,0.6887279184544524,v1-backfill,1.0
2024-11-05,2024020198,2024,NYI,PIT,0.5571906739632895,0.5477150092070533,v1-backfill,1.0
2024-11-05,2024020199,2024,STL,TBL,0.4561056901499056,0.5150315888588627,v1-backfill,1.0
2024-11-05,2024020200,2024,MIN,LAK,0.6044523222416323,0.5661011032148735,v1-backfill,0.0
2024-11-05,2024020201,2024,WPG,UTA,0.6864774769019415,0.6778311723853466,v1-backfill,1.0
2024-11-05,2024020202,2024,COL,SEA,0.7189346300916554,0.6219726219580236,v1-backfill,1.0
2024-11-05,2024020203,2024,ANA,VAN,0.3628510204360708,0.4130497612591227,v1-backfill,0.0
2024-11-05,2024020204,2024,SJS,CBJ,0.4162747257926838,0.4731559397641263,v1-backfill,1.0
2024-11-06,2024020205,2024,WSH,NSH,0.4668302133331894,0.5633274653758158,v1-backfill,1.0
2024-11-06,2024020206,2024,CHI,DET,0.4409567664861217,0.4593606780510776,v1-backfill,0.0
2024-11-06,2024020207,2024,EDM,VGK,0.6054945390430834,0.5565957931374472,v1-backfill,0.0
2024-11-07,2024020208,2024,BOS,CGY,0.5193338596923354,0.59649942629663,v1-backfill,1.0
2024-11-07,2024020209,2024,OTT,NYI,0.5586407303977454,0.5502114448932041,v1-backfill,0.0
2024-11-07,2024020210,2024,TBL,PHI,0.6615933653118009,0.6280286429589004,v1-backfill,0.0
2024-11-07,2024020211,2024,FLA,NSH,0.6675823342338135,0.6619931160486331,v1-backfill,1.0
2024-11-07,2024020212,2024,NJD,MTL,0.6462200381023059,0.6278680772412878,v1-backfill,1.0
2024-11-07,2024020213,2024,NYR,BUF,0.6239091433479791,0.6587664842976979,v1-backfill,0.0
2024-11-07,2024020214,2024,CAR,PIT,0.7138643684000757,0.6714186149093775,v1-backfill,1.0
2024-11-07,2024020215,2024,STL,UTA,0.5564890099666654,0.6083153518390622,v1-backfill,0.0
2024-11-07,2024020216,2024,DAL,CHI,0.7932193746334019,0.717432452410723,v1-backfill,1.0
2024-11-07,2024020217,2024,WPG,COL,0.5379101974227343,0.5968595149979136,v1-backfill,1.0
2024-11-07,2024020218,2024,LAK,VAN,0.4554204222501695,0.5312721695506823,v1-backfill,0.0
2024-11-07,2024020219,2024,SJS,MIN,0.3362097427490275,0.3824763165228301,v1-backfill,0.0
2024-11-08,2024020220,2024,TOR,DET,0.6923727515323062,0.5942825289356132,v1-backfill,1.0
2024-11-08,2024020221,2024,WSH,PIT,0.5836166214680141,0.5940229774241764,v1-backfill,0.0
2024-11-08,2024020222,2024,ANA,MIN,0.4150385205932704,0.4150445020064259,v1-backfill,0.0
2024-11-08,2024020223,2024,SEA,VGK,0.4150968090330089,0.4544492659114602,v1-backfill,1.0
2024-11-09,2024020224,2024,BUF,CGY,0.5315955144107306,0.5538592047654436,v1-backfill,1.0
2024-11-09,2024020225,2024,FLA,PHI,0.6701057265092457,0.6997993256599094,v1-backfill,1.0
2024-11-09,2024020226,2024,BOS,OTT,0.5402919499350244,0.6133428294091747,v1-backfill,0.0
2024-11-09,2024020227,2024,TOR,MTL,0.6412699181291188,0.669933789550321,v1-backfill,1.0
2024-11-09,2024020228,2024,DET,NYR,0.2811455562953596,0.4489506719203106,v1-backfill,0.0
2024-11-09,2024020229,2024,STL,WSH,0.5691696570833905,0.5384720247511107,v1-backfill,0.0
2024-11-09,2024020230,2024,WPG,DAL,0.564751130528054,0.5678385058638373,v1-backfill,1.0
2024-11-09,2024020231,2024,NYI,NJD,0.5298770951498182,0.5340744474147326,v1-backfill,0.0
2024-11-09,2024020232,2024,NSH,UTA,0.6121957817794749,0.586583965030061,v1-backfill,1.0
2024-11-09,2024020233,2024,COL,CAR,0.4689510903660898,0.4786065717979106,v1-backfill,1.0
2024-11-09,2024020234,2024,LAK,CBJ,0.6907526048529344,0.6388100369109039,v1-backfill,1.0
2024-11-09,2024020235,2024,VAN,EDM,0.4681661443172458,0.5516005136248185,v1-backfill,0.0
2024-11-10,2024020236,2024,NJD,SJS,0.6217335325021904,0.6945944200118621,v1-backfill,0.0
2024-11-10,2024020237,2024,CHI,MIN,0.3314774866383715,0.4016758208917944,v1-backfill,1.0
2024-11-10,2024020238,2024,ANA,CBJ,0.4381734300309386,0.5193706901738311,v1-backfill,1.0
2024-11-11,2024020239,2024,BUF,MTL,0.6643671450046265,0.6296263722658542,v1-backfill,0.0
2024-11-11,2024020240,2024,PHI,SJS,0.7549854549096738,0.6376965509219367,v1-backfill,1.0
2024-11-11,2024020241,2024,PIT,DAL,0.4263995713403391,0.4590794382927063,v1-backfill,0.0
2024-11-11,2024020242,2024,CGY,LAK,0.4597337399345073,0.5102491744260191,v1-backfill,1.0
2024-11-11,2024020243,2024,COL,NSH,0.554839310994925,0.5969043474894725,v1-backfill,1.0
2024-11-11,2024020244,2024,VGK,CAR,0.3618016047883536,0.498069695907515,v1-backfill,0.0
2024-11-12,2024020245,2024,TOR,OTT,0.6129473042960556,0.6137322829541338,v1-backfill,0.0
2024-11-12,2024020246,2024,FLA,NJD,0.6027435363684318,0.6622561390015667,v1-backfill,0.0
