date,game_id,week,season,home,away,p_home,p_elo,model,result,final_margin,sp_margin,sp_line,p_sp_elo,sp_ver,p_sp_m75,p_sp_m35,p_sp_m05,p_sp_p35,p_sp_p75,cal,pick_team,pick_side,pick_line,pick_p,pick_push,home_line,away_line,pick_p_win,pick_p_cover,mode_margin,mode_p,median_team,median_line,pick_rule,pick,pick_claim,pick_prob,pick_result,pick_held,k_-20.5,k_-13.5,k_-9.5,k_-6.5,k_-5.5,k_-2.5,k_+3.5,k_+6.5,k_+7.5,k_+10.5,k_+14.5,k_+21.5,mkt_line,mkt_books,mkt_books_total,mkt_agree,model_total,ref_total,ref_home_ml,ref_away_ml
2024-09-29,2024_04_NE_SF,4,2024,SF,NE,0.808323129830009,0.7095874223829349,v1-backfill,17.0,17.0,11.503158286884604,10.5,0.6121367395704737,3,0.9431663424209248,0.8844401938252993,0.808323129830009,0.697312649020598,0.5638980128277877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,2024_04_NO_ATL,4,2024,ATL,NO,0.3382229129935276,0.5052035979043455,v1-backfill,2.0,2.0,-5.106506768152868,-4.5,0.3414361750185252,3,0.6291911834793628,0.4799406903428437,0.3382229129935276,0.2285841553685819,0.1322829596294217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,2024_04_PHI_TB,4,2024,TB,PHI,0.4843520689036454,0.5461088801042857,v1-backfill,17.0,17.0,-0.1204831195280151,-1.5,0.3996339643320041,3,0.7654197802531406,0.6288366502397902,0.4843520689036454,0.3544412927169553,0.2291943322508936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,2024_04_PIT_IND,4,2024,IND,PIT,0.3947346010057362,0.4860643643761268,v1-backfill,3.0,3.0,-3.158532324961179,-3.5,0.3444739368282982,3,0.6791604186967104,0.5353874720235772,0.3947346010057362,0.2797485106428673,0.1730252250435026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,2024_04_WAS_ARI,4,2024,ARI,WAS,0.5925991294577434,0.5517790112829378,v1-backfill,-28.0,-28.0,3.810299162600978,3.5,0.4398418079556304,3,0.8321258299926887,0.7186235953974739,0.5925991294577434,0.4723809118574322,0.3433958701663998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,2024_04_SEA_DET,4,2024,DET,SEA,0.5631011209741141,0.5762072396797835,v1-backfill,13.0,13.0,2.4655526909468697,2.5,0.4399935770988725,3,0.8221492321429136,0.699775715871872,0.5631011209741141,0.4299857055310064,0.2948059894128537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,2024_04_TEN_MIA,4,2024,MIA,TEN,0.6090841597764511,0.6526181643488039,v1-backfill,-19.0,-19.0,3.6774176682967568,3.5,0.5043017034762034,3,0.8454216359433087,0.7345973344668681,0.6090841597764511,0.4706614006708336,0.3279801884599032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-03,2024_05_TB_ATL,5,2024,ATL,TB,0.4048807481335287,0.4971757641647654,v1-backfill,6.0,6.0,-2.410404981677132,-2.5,0.3459750688726535,3,0.7155999614356761,0.5626940020992708,0.4048807481335287,0.2817487392130535,0.169877519245584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,2024_05_ARI_SF,5,2024,SF,ARI,0.7903244143582328,0.7476710197452343,v1-backfill,-1.0,-1.0,11.219434185143772,10.5,0.646845105426558,3,0.9381963364224404,0.8738952861963376,0.7903244143582328,0.6837465484497834,0.5550673722642495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,2024_05_BAL_CIN,5,2024,CIN,BAL,0.3858230736765041,0.5367123553935358,v1-backfill,-3.0,-3.0,-3.9640314740687193,-3.5,0.3651799119587904,3,0.6608767340237225,0.5203388584599888,0.3858230736765041,0.2625146126430176,0.1533641076514169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,2024_05_BUF_HOU,5,2024,HOU,BUF,0.3359355929317764,0.4629980822714139,v1-backfill,3.0,3.0,-5.349007307493367,-4.5,0.3088465093677461,3,0.6229532419188337,0.4752078178245545,0.3359355929317764,0.2240884773007386,0.1273112837420972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
