date,fight_id,event,A,B,p_win_a,p_elo,p_distance,p_a_ko,p_a_sub,p_a_dec,p_b_ko,p_b_sub,p_b_dec,model,result,went_dist,close,meth_pick,meth_p,meth_base,meth_hit
2026-02-01,bf11,UFC 325,Alexander Volkanovski,Diego Lopes,0.4899919128490647,0.6073846560638382,0.4830191368129867,0.1491704929550967,0.0475224543115767,0.2932989655823911,0.2672915412040564,0.0529963747162833,0.1897201712305956,v1-backfill,1.0,True,,,,,
2026-02-01,bf12,UFC 325,Benoit Saint Denis,Dan Hooker,0.6998890863515334,0.5338639696787288,0.425510801300051,0.2482552764092293,0.2004876477477787,0.2511461621945254,0.0984404040892106,0.0273058704537303,0.1743646391055256,v1-backfill,1.0,False,,,,,
2026-02-01,bf13,UFC 325,Mauricio Ruffy,Rafael Fiziev,0.5273942779167495,0.444173725053292,0.5073986286010026,0.2546080954987526,0.0432059852494854,0.2295801971685114,0.1290044963474675,0.0657827943032917,0.2778184314324912,v1-backfill,1.0,False,,,,,
2026-02-01,bf14,UFC 325,Tai Tuivasa,Tallison Teixeira,0.3318785970376736,0.5124525563016057,0.2635926682420214,0.2176394677527603,0.0194437443780272,0.094795384906886,0.3923122472138514,0.1070118724133395,0.1687972833351353,v1-backfill,0.0,True,,,,,
2026-02-01,bf15,UFC 325,Jamie Mullarkey,Quillan Salkilld,0.2476468100786624,0.4150330843298849,0.4530560973584171,0.0583611755929778,0.0250508213941467,0.1642348130915377,0.4057414486551357,0.0577904569993226,0.2888212842668793,v1-backfill,0.0,False,,,,,
2026-02-01,bf16,UFC 325,Billy Elekana,Junior Tafa,0.6255054171068207,0.5724739860797853,0.3683167629132945,0.1768559392606188,0.1885212264930454,0.2601282513531565,0.2174384680396546,0.0488676032933866,0.108188511560138,v1-backfill,1.0,False,,,,,
2026-02-01,bf17,UFC 325,Cameron Rowston,Cody Brundage,0.6558634121799067,0.5659983933049426,0.4135204523597974,0.26569006091978,0.1353138331019629,0.2548595181581637,0.1329942525056921,0.0524814011127674,0.1586609342016336,v1-backfill,1.0,False,,,,,
2026-02-01,bf18,UFC 325,Jacob Malkoun,Torrez Finney,0.4891016914785259,0.5351924931654708,0.6051674384886023,0.1197631067524985,0.0528216113685125,0.3165169733575149,0.152145336367084,0.0701025070233026,0.2886504651310874,v1-backfill,1.0,True,,,,,
2026-02-01,bf19,UFC 325,Jonathan Micallef,Oban Elliott,0.4227904168217655,0.4810136156426741,0.6120804693092958,0.0977057206297686,0.0669783897107587,0.2581063064812381,0.1557498975132892,0.0674855228368874,0.3539741628280577,v1-backfill,1.0,False,,,,,
2026-02-01,bf20,UFC 325,Kaan Ofli,Yi Zha,0.5215411202607323,0.5011275471445802,0.4217120897176014,0.1004164478947159,0.1974469274643802,0.2236777449016361,0.2210102090259021,0.0594143258974002,0.1980343448159653,v1-backfill,1.0,True,,,,,
2026-02-01,bf21,UFC 325,Dom Mar Fan,Kim Sang Wook,0.5007219517479401,0.5,0.4875991911980606,0.1428183911199764,0.1137519419405537,0.2441516186874099,0.1424065538248583,0.1134239219165509,0.2434475725106507,v1-backfill,1.0,True,,,,,
2026-02-01,bf22,UFC 325,Keiichiro Nakamura,Sebastian Szalay,0.5007219517479401,0.5,0.4875991911980606,0.1428183911199764,0.1137519419405537,0.2441516186874099,0.1424065538248583,0.1134239219165509,0.2434475725106507,v1-backfill,1.0,False,,,,,
2026-02-01,bf23,UFC 325,Lawrence Lui,Sulangrangbo,0.5007219517479401,0.5,0.4875991911980606,0.1428183911199764,0.1137519419405537,0.2441516186874099,0.1424065538248583,0.1134239219165509,0.2434475725106507,v1-backfill,1.0,True,,,,,
2026-02-07,bf24,UFC Fight Night: Bautista vs. Oliveira,Mario Bautista,Vinicius Oliveira,0.4786399146707361,0.5623945866110317,0.3993615049172683,0.1404951146829482,0.129274511559181,0.2088702884286067,0.2344521381984426,0.0964167306421597,0.1904912164886615,v1-backfill,1.0,False,,,,,
2026-02-07,bf25,UFC Fight Night: Bautista vs. Oliveira,Amir Albazi,Kyoji Horiguchi,0.4988987561547829,0.478315575550259,0.6028280640828976,0.1244263053288521,0.1183478073502888,0.256124643475642,0.0944262477606641,0.0599715754772972,0.3467034206072556,v1-backfill,0.0,True,,,,,
2026-02-07,bf26,UFC Fight Night: Bautista vs. Oliveira,Jailton Almeida,Rizvan Kuniev,0.7762165323223301,0.6706289016061552,0.3943443310186318,0.2793741678488845,0.1798510359643186,0.316991328509127,0.1124257543908091,0.0340047107773558,0.0773530025095049,v1-backfill,0.0,True,,,,,
2026-02-07,bf27,UFC Fight Night: Bautista vs. Oliveira,Marc Andre Barriault,Micha Oleksiejczuk,0.3085369757825659,0.3991892334820849,0.3774385448430836,0.0791962392911801,0.083869639056881,0.1454710974345047,0.4157105928278872,0.0437849839809677,0.2319674474085789,v1-backfill,0.0,True,,,,,
2026-02-07,bf28,UFC Fight Night: Bautista vs. Oliveira,Farid Basharat,Jean Matsumoto,0.6371617880054683,0.5676143341231228,0.6476951224839416,0.1144848481649865,0.0972770083442246,0.4253999314962571,0.0675529817428193,0.0729900392640279,0.2222951909876844,v1-backfill,1.0,True,,,,,
2026-02-07,bf29,UFC Fight Night: Bautista vs. Oliveira,Dustin Jacoby,Julius Walker,0.4768645962481522,0.582662654404017,0.434028627038681,0.2342500217417073,0.0346306650524289,0.2079839094540159,0.2141847670743659,0.0829059190928167,0.2260447175846651,v1-backfill,1.0,False,,,,,
2026-02-07,bf30,UFC Fight Night: Bautista vs. Oliveira,Alex Morono,Daniil Donchenko,0.4052548360840864,0.5159497064853473,0.5012217740280887,0.0637926146233529,0.0580843420540952,0.2833778794066381,0.3187546624947184,0.0581466067997447,0.2178438946214504,v1-backfill,0.0,True,,,,,
2026-02-07,bf31,UFC Fight Night: Bautista vs. Oliveira,Niko Price,Nikolay Veretennikov,0.4412308283676062,0.529351417300474,0.5205388090114024,0.152974657588999,0.0528912026420341,0.235364968136573,0.1893795780605331,0.084215752697031,0.2851738408748294,v1-backfill,0.0,False,,,,,
