date,game_id,home,away,p_home,p_home_elo,model,result
20260820,401857159,LV,CON,0.6672482319052692,0.8138025027540043,v1.1,1.0
20260820,401857160,LA,ATL,0.3983552664593397,0.3974511965972928,v1.1,0.0
20260821,401857161,WSH,MIN,0.659035022625176,0.4004784252541297,v1.1,0.0
20260821,401857162,CHI,GS,0.4121816477770271,0.3661868598195404,v1.1,1.0
20260821,401857163,TOR,POR,0.6080887006621346,0.4936535251973505,v1.1,1.0
20260822,401857164,NY,IND,0.6323310501057118,0.5509223858649186,v1.1,1.0
20260822,401857165,LA,CON,0.5432603470964142,0.6259308665351015,v1.1,1.0
20260822,401857166,PHX,ATL,0.3887838132090071,0.4314797255801701,v1.1,0.0
20260823,401857167,DAL,SEA,0.6563642029444607,0.7485405027562475,v1.1,1.0
20260823,401857168,CHI,IND,0.6242497846577262,0.4007672710142854,v1.1,0.0
20260823,401857169,POR,WSH,0.4975183993339983,0.4395843283357153,v1.1,0.0
20260823,401857170,TOR,LV,0.5490240721281895,0.2805767515214304,v1.1,0.0
20260824,401857171,MIN,GS,0.5792018169190843,0.7043238248171225,v1.1,0.0
20260824,401857172,LA,ATL,0.3756872831554528,0.3788111279235347,v1.1,0.0
20260825,401857173,CON,CHI,0.5122427899512731,0.5206075899406932,v1.1,1.0
20260825,401857174,DAL,POR,0.6403018063717668,0.7033733931057505,v1.1,1.0
20260825,401857175,PHX,WSH,0.4615949030572906,0.4763911966024017,v1.1,0.0
20260826,401857176,CON,GS,0.273417028122089,0.3202991448022477,v1.1,0.0
20260826,401857177,SEA,TOR,0.6312697858498105,0.5828526787349191,v1.1,1.0
20260827,401857178,NY,GS,0.4748638523749215,0.5407001293178887,v1.1,0.0
20260827,401857179,PHX,WSH,0.4315347347687059,0.4545607190284306,v1.1,0.0
20260828,401857180,ATL,POR,0.7263780848791171,0.7920952719867094,v1.1,0.0
20260828,401857181,IND,CON,0.7378971948518191,0.8045732529877948,v1.1,1.0
20260828,401857182,LV,TOR,0.7002592405490518,0.8484483731002616,v1.1,1.0
20260828,401857183,LA,WSH,0.4477311319198013,0.4123064855631363,v1.1,1.0
20260829,401857184,NY,CHI,0.6438936246137401,0.7438438031032127,v1.1,1.0
20260829,401857185,PHX,TOR,0.6695864670088469,0.6908718845606088,v1.1,1.0
20260830,401857186,ATL,MIN,0.6370801385690992,0.462779607328587,v1.1,1.0
20260830,401857187,SEA,LA,0.562035336031336,0.5002002104565215,v1.1,0.0
20260830,401857188,POR,GS,0.4015410474029267,0.3358331976904207,v1.1,
20260830,401857189,DAL,CON,0.6785680448936262,0.7393088664954977,v1.1,
